ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025
Código	Descripción	Unidades	Importe Total	Importe Total  I.I.	% Venta	% Acumu.	Fecha Ult.Vta.	Beneficio B.I.	% Ben.
000103	POLLO TIKA MASSALA	"714,00"	"7.510,00"	"8.261,00"	"0,73"	"55,49"	30/09/2025	"7.510,00"	"100,00"
000384	PIÑA COLADA	"903,00"	"7.134,41"	"7.847,85"	"0,70"	"56,19"	30/09/2025	"7.134,41"	"100,00"
000822	VARIOS	"440,00"	"6.713,64"	"7.385,00"	"0,66"	"56,84"	28/09/2025	"6.713,64"	"100,00"
000156	TÉ	"2.804,00"	"6.322,73"	"6.955,00"	"0,62"	"57,46"	30/09/2025	"6.322,73"	"100,00"
001590	UNIVERSAL	"1.738,00"	"6.269,09"	"6.896,00"	"0,61"	"58,07"	30/09/2025	"6.269,09"	"100,00"
001682	BEEFETER	"941,00"	"6.231,36"	"6.854,50"	"0,61"	"58,68"	28/09/2025	"6.231,36"	"100,00"
001235	VERDEO COPA	"2.032,00"	"6.179,23"	"6.797,15"	"0,60"	"59,29"	25/05/2025	"6.179,23"	"100,00"
001495	JAMÓN IBÉRICO	"2.712,00"	"6.097,73"	"6.707,50"	"0,60"	"59,88"	30/09/2025	"6.097,73"	"100,00"
000776	ZUMO NARANJA NATURAL GRANDE	"1.570,00"	"5.770,95"	"6.348,05"	"0,56"	"60,45"	30/09/2025	"5.770,95"	"100,00"
000001	COCACOLA	"4.075,00"	"5.741,50"	"6.315,65"	"0,56"	"61,01"	30/09/2025	"5.741,50"	"100,00"
000106	MINI-TORTILLA	"900,00"	"5.686,36"	"6.255,00"	"0,56"	"61,57"	30/09/2025	"5.686,36"	"100,00"
000411	BARCELO AÑEJO	"799,00"	"5.664,14"	"6.230,55"	"0,55"	"62,12"	29/09/2025	"5.664,14"	"100,00"
001683	SEAGRANS	"848,00"	"5.634,09"	"6.197,50"	"0,55"	"62,67"	29/09/2025	"5.634,09"	"100,00"
000121	"HUEVOS, PATATAS, SETAS TRUFA"	"462,00"	"5.497,18"	"6.046,90"	"0,54"	"63,21"	30/09/2025	"5.497,18"	"100,00"
000212	CAMA 1/2 DIA	"231,00"	"5.276,03"	"6.384,00"	"0,52"	"63,72"	30/09/2025	"5.276,03"	"100,00"
000176	AMERICANO	"3.009,00"	"5.265,64"	"5.792,20"	"0,51"	"64,24"	30/09/2025	"5.265,64"	"100,00"
001817	SUG_6 14.95	"388,00"	"5.263,50"	"5.789,85"	"0,51"	"64,75"	30/09/2025	"5.263,50"	"100,00"
001808	"MAHOU 0,0 TOSTADA"	"1.818,00"	"5.093,55"	"5.602,90"	"0,50"	"65,25"	30/09/2025	"5.093,55"	"100,00"
000148	ESPRESSO	"2.864,00"	"5.059,82"	"5.565,80"	"0,49"	"65,74"	30/09/2025	"5.059,82"	"100,00"
001874	Mar de seda copa	"1.561,00"	"4.966,82"	"5.463,50"	"0,49"	"66,23"	30/09/2025	"4.966,82"	"100,00"
000170	CAFÉ CON HIELO	"2.252,00"	"4.706,64"	"5.177,30"	"0,46"	"66,69"	30/09/2025	"4.706,64"	"100,00"
001489	MOLLETE	"3.450,00"	"4.684,09"	"5.152,50"	"0,46"	"67,15"	30/09/2025	"4.684,09"	"100,00"
000108	MENU INFANTIL	"597,00"	"4.613,18"	"5.074,50"	"0,45"	"67,60"	30/09/2025	"4.613,18"	"100,00"
000753	AGUA PARA LLEVAR 0.50 L	"2.385,00"	"4.494,23"	"4.943,65"	"0,44"	"68,04"	30/09/2025	"4.494,23"	"100,00"
000509	LARIOS	"731,00"	"4.491,82"	"4.941,00"	"0,44"	"68,48"	30/09/2025	"4.491,82"	"100,00"
001505	ACEITE	"9.899,00"	"4.480,45"	"4.928,50"	"0,44"	"68,91"	30/09/2025	"4.480,45"	"100,00"
000793	SANGRIA JARRA	"1.033,00"	"4.390,99"	"5.313,10"	"0,43"	"69,34"	30/09/2025	"4.390,99"	"100,00"
001486	CROISSANT	"2.195,00"	"4.314,00"	"4.745,40"	"0,42"	"69,77"	30/09/2025	"4.314,00"	"100,00"
000131	CORONITAS	"1.289,00"	"4.269,73"	"4.696,70"	"0,42"	"70,18"	29/09/2025	"4.269,73"	"100,00"
001242	PIMIENTOS DEL PADRON	"674,00"	"4.258,45"	"4.684,30"	"0,42"	"70,60"	30/09/2025	"4.258,45"	"100,00"
001816	SUG_5 13.95	"331,00"	"4.197,68"	"4.617,45"	"0,41"	"71,01"	30/09/2025	"4.197,68"	"100,00"
000394	MARGARITA	"504,00"	"3.799,55"	"4.179,50"	"0,37"	"71,38"	28/09/2025	"3.799,55"	"100,00"
000508	TANQUERAY	"571,00"	"3.790,45"	"4.169,50"	"0,37"	"71,75"	30/09/2025	"3.790,45"	"100,00"
000516	LARIOS 12	"562,00"	"3.734,09"	"4.107,50"	"0,36"	"72,12"	29/09/2025	"3.734,09"	"100,00"
001864	"CAFE, HIELO Y LECHE"	"1.583,00"	"3.728,91"	"4.101,80"	"0,36"	"72,48"	30/09/2025	"3.728,91"	"100,00"
001371	BROWNIE CLASICO	"596,00"	"3.636,18"	"3.999,80"	"0,36"	"72,84"	28/09/2025	"3.636,18"	"100,00"
001798	REBANÁ	"400,00"	"3.618,18"	"3.980,00"	"0,35"	"73,19"	30/09/2025	"3.618,18"	"100,00"
001504	AGUACATE	"4.350,00"	"3.525,55"	"3.878,10"	"0,34"	"73,53"	30/09/2025	"3.525,55"	"100,00"
000792	SANGRIA PEQUEÑA	"1.011,00"	"3.511,73"	"3.862,90"	"0,34"	"73,88"	30/09/2025	"3.511,73"	"100,00"
001507	EMULSION TOMATE	"7.712,00"	"3.483,64"	"3.832,00"	"0,34"	"74,22"	30/09/2025	"3.483,64"	"100,00"
001617	WOK VEGANO	"366,00"	"3.324,55"	"3.657,00"	"0,32"	"74,54"	29/09/2025	"3.324,55"	"100,00"
000242	JUVE Y CAMPS COPA	"928,00"	"3.318,00"	"3.649,80"	"0,32"	"74,87"	30/09/2025	"3.318,00"	"100,00"
000708	CELESTE ROBLE COPA	"1.031,00"	"3.280,45"	"3.608,50"	"0,32"	"75,19"	21/06/2025	"3.280,45"	"100,00"
001794	ESPRESO DOBLE	"1.555,00"	"3.270,82"	"3.597,90"	"0,32"	"75,51"	30/09/2025	"3.270,82"	"100,00"
000171	CORTADO	"1.813,00"	"3.266,18"	"3.592,80"	"0,32"	"75,83"	30/09/2025	"3.266,18"	"100,00"
000380	ANTIOXIDANTE	"636,00"	"3.221,36"	"3.543,50"	"0,31"	"76,14"	30/09/2025	"3.221,36"	"100,00"
001234	VERDEO BOTELLA	"208,00"	"3.025,45"	"3.328,00"	"0,30"	"76,44"	24/05/2025	"3.025,45"	"100,00"
001819	SUG_8 16.95	"195,00"	"3.004,77"	"3.305,25"	"0,29"	"76,73"	09/06/2025	"3.004,77"	"100,00"
000111	PETIT FOIE	"381,00"	"2.959,05"	"3.254,95"	"0,29"	"77,02"	27/09/2025	"2.959,05"	"100,00"
001430	BROWNIE LOTUS	"483,00"	"2.927,14"	"3.219,85"	"0,29"	"77,31"	30/09/2025	"2.927,14"	"100,00"
000740	MOJITO FRESA	"378,00"	"2.866,91"	"3.153,60"	"0,28"	"77,59"	28/09/2025	"2.866,91"	"100,00"
001500	YORK + QUESO	"2.588,00"	"2.815,64"	"3.097,20"	"0,28"	"77,86"	30/09/2025	"2.815,64"	"100,00"
001394	JARRA TINTO DE VERANO	"724,00"	"2.717,91"	"2.989,70"	"0,27"	"78,13"	30/09/2025	"2.717,91"	"100,00"
001787	BOWL DE FRUTA	"628,00"	"2.709,00"	"2.979,90"	"0,26"	"78,39"	30/09/2025	"2.709,00"	"100,00"
001832	SUG_9 17.95	"165,00"	"2.692,50"	"2.961,75"	"0,26"	"78,66"	29/09/2025	"2.692,50"	"100,00"
000395	DAIKIRI DE FRESA	"352,00"	"2.685,00"	"2.953,50"	"0,26"	"78,92"	30/09/2025	"2.685,00"	"100,00"
001815	SUG_4 12.95	"227,00"	"2.673,32"	"2.940,65"	"0,26"	"79,18"	29/09/2025	"2.673,32"	"100,00"
000778	PUESTA DE SOL	"561,00"	"2.652,00"	"2.917,20"	"0,26"	"79,44"	30/09/2025	"2.652,00"	"100,00"
001836	CORTADO DOBLE	"1.190,00"	"2.599,09"	"2.859,00"	"0,25"	"79,69"	30/09/2025	"2.599,09"	"100,00"
000896	TARTA DE QUESO	"416,00"	"2.522,00"	"2.774,20"	"0,25"	"79,94"	30/09/2025	"2.522,00"	"100,00"
001319	CAÑA MAESTRA	"896,00"	"2.516,09"	"2.767,70"	"0,25"	"80,19"	30/09/2025	"2.516,09"	"100,00"
001811	MALPASTOR COPA	"788,00"	"2.470,55"	"2.717,60"	"0,24"	"80,43"	22/09/2025	"2.470,55"	"100,00"
001518	TORTILLA  2H	"1.098,00"	"2.459,09"	"2.705,00"	"0,24"	"80,67"	30/09/2025	"2.459,09"	"100,00"
000522	MARTIN MILLERS	"292,00"	"2.452,32"	"2.697,55"	"0,24"	"80,91"	30/09/2025	"2.452,32"	"100,00"
000631	PACK MAHOU	"320,00"	"2.447,73"	"2.692,50"	"0,24"	"81,15"	27/09/2025	"2.447,73"	"100,00"
000743	TARTA DE ZANAHORIA	"392,00"	"2.365,86"	"2.602,45"	"0,23"	"81,38"	30/09/2025	"2.365,86"	"100,00"
000270	BAILEYS	"470,00"	"2.350,00"	"2.585,00"	"0,23"	"81,61"	28/09/2025	"2.350,00"	"100,00"
001814	SUG_3 11.95	"210,00"	"2.281,36"	"2.509,50"	"0,22"	"81,83"	15/06/2025	"2.281,36"	"100,00"
000807	LIMONADA 100%	"598,00"	"2.236,05"	"2.459,65"	"0,22"	"82,05"	30/09/2025	"2.236,05"	"100,00"
000114	SANDWICH VEGANO	"273,00"	"2.221,23"	"2.443,35"	"0,22"	"82,27"	30/09/2025	"2.221,23"	"100,00"
000535	LATTE MACCHIATO	"798,00"	"2.187,73"	"2.406,50"	"0,21"	"82,48"	30/09/2025	"2.187,73"	"100,00"
000379	LA CHANCLA	"411,00"	"2.181,23"	"2.399,35"	"0,21"	"82,69"	30/09/2025	"2.181,23"	"100,00"
001331	CREPES	"565,00"	"2.157,27"	"2.373,00"	"0,21"	"82,90"	29/09/2025	"2.157,27"	"100,00"
001752	TINTO CASA COPA	"610,00"	"2.135,00"	"2.348,50"	"0,21"	"83,11"	30/09/2025	"2.135,00"	"100,00"
000016	TÓNICA SCHWEPPES	"4.568,00"	"2.051,00"	"2.256,10"	"0,20"	"83,31"	30/09/2025	"2.051,00"	"100,00"
001754	CLOE ROSÉ COPA	"600,00"	"1.987,59"	"2.186,35"	"0,19"	"83,51"	29/09/2025	"1.987,59"	"100,00"
001807	JAMÓN SERRANO	"2.164,00"	"1.961,82"	"2.158,00"	"0,19"	"83,70"	30/09/2025	"1.961,82"	"100,00"
000397	MOJITO SIN	"368,00"	"1.950,05"	"2.145,05"	"0,19"	"83,89"	28/09/2025	"1.950,05"	"100,00"
001830	PIÑA COLADA SIN	"364,00"	"1.948,05"	"2.142,85"	"0,19"	"84,08"	30/09/2025	"1.948,05"	"100,00"
001818	SUG_7 15.95	"134,00"	"1.943,00"	"2.137,30"	"0,19"	"84,27"	06/08/2025	"1.943,00"	"100,00"
000378	CARIBEÑO	"404,00"	"1.912,50"	"2.103,75"	"0,19"	"84,46"	30/09/2025	"1.912,50"	"100,00"
000630	PACK ALHAMBRA	"254,00"	"1.901,23"	"2.091,35"	"0,19"	"84,64"	27/09/2025	"1.901,23"	"100,00"
000232	JUVE Y CAMPS BOTELLA	"89,00"	"1.860,91"	"2.047,00"	"0,18"	"84,82"	28/09/2025	"1.860,91"	"100,00"
001202	LARIOS ROSE	"280,00"	"1.840,00"	"2.024,00"	"0,18"	"85,00"	27/09/2025	"1.840,00"	"100,00"
001463	BOWL YOGURT	"1.018,00"	"1.803,64"	"1.984,00"	"0,18"	"85,18"	30/09/2025	"1.803,64"	"100,00"
001813	SUG_2 10.95	"176,00"	"1.752,00"	"1.927,20"	"0,17"	"85,35"	30/09/2025	"1.752,00"	"100,00"
001848	VERMOUTH GUERRA	"329,00"	"1.727,23"	"1.899,95"	"0,17"	"85,52"	30/09/2025	"1.727,23"	"100,00"
001597	San Miguel 0.0	"603,00"	"1.700,77"	"1.870,85"	"0,17"	"85,69"	30/09/2025	"1.700,77"	"100,00"
000011	NESTEA LIMÓN	"831,00"	"1.699,55"	"1.869,50"	"0,17"	"85,85"	29/09/2025	"-57.230,45"	"-3.367,40"
001508	MANTEQUILLA	"3.869,00"	"1.685,27"	"1.853,80"	"0,16"	"86,02"	30/09/2025	"1.685,27"	"100,00"
001755	CLOE ROSÉ BOTELLA	"94,00"	"1.666,36"	"1.833,00"	"0,16"	"86,18"	26/09/2025	"1.666,36"	"100,00"
001517	REVUELTO 2H	"754,00"	"1.665,91"	"1.832,50"	"0,16"	"86,34"	30/09/2025	"1.665,91"	"100,00"
001313	MAHOU SIN GLUTEN	"488,00"	"1.634,95"	"1.798,45"	"0,16"	"86,50"	30/09/2025	"1.634,95"	"100,00"
001685	ABSOLUT	"235,00"	"1.578,64"	"1.736,50"	"0,15"	"86,66"	30/09/2025	"1.578,64"	"100,00"
000873	TARTA DE CHOCOLATE	"262,00"	"1.578,45"	"1.736,30"	"0,15"	"86,81"	29/09/2025	"1.578,45"	"100,00"
000151	CAFÉ HIELO BAYLEIS	"630,00"	"1.575,00"	"1.732,50"	"0,15"	"86,97"	30/09/2025	"1.575,00"	"100,00"
001806	INTEGRAL	"1.438,00"	"1.564,36"	"1.720,80"	"0,15"	"87,12"	30/09/2025	"1.564,36"	"100,00"
000578	SAN MIGUEL ESPECIAL	"551,00"	"1.557,68"	"1.713,45"	"0,15"	"87,27"	28/09/2025	"1.557,68"	"100,00"
001343	patatas extra	"566,00"	"1.543,64"	"1.698,00"	"0,15"	"87,42"	30/09/2025	"1.543,64"	"100,00"
000155	COLA CAO	"872,00"	"1.540,00"	"1.694,00"	"0,15"	"87,57"	30/09/2025	"1.540,00"	"100,00"
000417	BRUGAL	"232,00"	"1.535,91"	"1.689,50"	"0,15"	"87,72"	30/09/2025	"1.535,91"	"100,00"
000453	LEGENDARIO ELIXIR (7)	"210,00"	"1.527,27"	"1.680,00"	"0,15"	"87,87"	30/09/2025	"1.527,27"	"100,00"
001748	Nº 12 COPA	"468,00"	"1.489,09"	"1.638,00"	"0,15"	"88,02"	25/05/2025	"1.489,09"	"100,00"
001499	HUEVO PLANCHA 1H	"1.618,00"	"1.458,18"	"1.604,00"	"0,14"	"88,16"	30/09/2025	"1.458,18"	"100,00"
001444	RADLER MAHOU	"543,00"	"1.456,23"	"1.601,85"	"0,14"	"88,30"	27/09/2025	"1.456,23"	"100,00"
001896	PAZOS BOT	"104,00"	"1.437,09"	"1.580,80"	"0,14"	"88,44"	27/09/2025	"1.437,09"	"100,00"
000013	NESTEA  MARACUYÁ	"682,00"	"1.428,86"	"1.571,75"	"0,14"	"88,58"	30/09/2025	"1.428,86"	"100,00"
000506	BOMBAY SAPPHIRE	"187,00"	"1.414,09"	"1.555,50"	"0,14"	"88,72"	28/09/2025	"1.414,09"	"100,00"
000002	FANTA NARANJA	"829,00"	"1.405,86"	"1.546,45"	"0,14"	"88,86"	30/09/2025	"1.405,86"	"100,00"
001875	Mar de seda Botella	"128,00"	"1.396,36"	"1.536,00"	"0,14"	"88,99"	30/09/2025	"1.396,36"	"100,00"
000401	VITAMINICO	"285,00"	"1.396,00"	"1.535,60"	"0,14"	"89,13"	30/09/2025	"1.396,00"	"100,00"
000020	AQUARIUS LIMÓN	"1.764,00"	"1.367,09"	"1.503,80"	"0,13"	"89,27"	30/09/2025	"1.367,09"	"100,00"
001318	SEIS+SEIS COPA	"384,00"	"1.344,00"	"1.478,40"	"0,13"	"89,40"	23/09/2025	"1.344,00"	"100,00"
000318	JOHNNY WALKER BLACK	"143,00"	"1.308,50"	"1.439,35"	"0,13"	"89,52"	27/09/2025	"1.308,50"	"100,00"
000386	LIMÓN Y ALGO	"271,00"	"1.290,00"	"1.419,00"	"0,13"	"89,65"	29/09/2025	"1.290,00"	"100,00"
000515	NORDES	"151,00"	"1.283,77"	"1.412,15"	"0,13"	"89,78"	26/09/2025	"1.283,77"	"100,00"
000322	JOHNNY WALKER RED	"191,00"	"1.281,36"	"1.409,50"	"0,13"	"89,90"	27/09/2025	"1.281,36"	"100,00"
001740	PAVO+QUESO	"1.069,00"	"1.257,45"	"1.383,20"	"0,12"	"90,02"	30/09/2025	"1.257,45"	"100,00"
001312	COLA ZERO ZERO	"765,00"	"1.250,82"	"1.375,90"	"0,12"	"90,15"	30/09/2025	"1.250,82"	"100,00"
001872	62 millas Copa	"373,00"	"1.237,68"	"1.361,45"	"0,12"	"90,27"	30/09/2025	"1.237,68"	"100,00"
001739	BACON + QUESO	"1.048,00"	"1.230,27"	"1.353,30"	"0,12"	"90,39"	30/09/2025	"1.230,27"	"100,00"
000715	MOJITO FRESA SIN	"230,00"	"1.223,23"	"1.345,55"	"0,12"	"90,51"	27/09/2025	"1.223,23"	"100,00"
000851	Pacharan Otaola	"269,00"	"1.222,73"	"1.479,50"	"0,12"	"90,63"	30/09/2025	"1.222,73"	"100,00"
001746	CLOE COPA	"366,00"	"1.214,45"	"1.335,90"	"0,12"	"90,75"	30/09/2025	"1.214,45"	"100,00"
000147	SAN MIGUEL 00	"416,00"	"1.150,18"	"1.265,20"	"0,11"	"90,86"	31/08/2025	"1.150,18"	"100,00"
000514	HENDRICKS	"121,00"	"1.136,36"	"1.250,00"	"0,11"	"90,97"	27/09/2025	"1.136,36"	"100,00"
000383	CAIPIRIÑA	"149,00"	"1.134,36"	"1.247,80"	"0,11"	"91,08"	30/09/2025	"1.134,36"	"100,00"
001491	MOLDE GRUESO	"693,00"	"1.132,36"	"1.245,60"	"0,11"	"91,19"	30/09/2025	"1.132,36"	"100,00"
000385	SAN FRANCISCO	"207,00"	"1.091,86"	"1.201,05"	"0,11"	"91,30"	28/09/2025	"1.091,86"	"100,00"
000167	TÉ CON LECHE	"408,00"	"1.088,82"	"1.197,70"	"0,11"	"91,40"	30/09/2025	"1.088,82"	"100,00"
001673	ALBONDIGAS VEGANAS	"111,00"	"1.059,55"	"1.165,50"	"0,10"	"91,51"	04/05/2025	"1.059,55"	"100,00"
001877	Pazos Copa	"370,00"	"1.059,55"	"1.165,50"	"0,10"	"91,61"	30/09/2025	"1.059,55"	"100,00"
000015	FANTA LIMÓN	"978,00"	"1.055,68"	"1.161,25"	"0,10"	"91,71"	30/09/2025	"1.055,68"	"100,00"
001273	ESPRESSO MARTINI	"167,00"	"1.055,14"	"1.160,65"	"0,10"	"91,82"	27/09/2025	"1.055,14"	"100,00"
000392	BLODY MARY	"145,00"	"1.047,95"	"1.152,75"	"0,10"	"91,92"	27/09/2025	"1.047,95"	"100,00"
000396	MORENITO	"223,00"	"1.044,50"	"1.148,95"	"0,10"	"92,02"	27/09/2025	"1.044,50"	"100,00"
001497	GOUDA	"1.442,00"	"1.035,64"	"1.139,20"	"0,10"	"92,12"	30/09/2025	"1.035,64"	"100,00"
000783	DETOX	"188,00"	"1.000,91"	"1.101,00"	"0,10"	"92,22"	30/09/2025	"1.000,91"	"100,00"
001664	BUDWAISER	"331,00"	"992,18"	"1.091,40"	"0,10"	"92,32"	28/09/2025	"992,18"	"100,00"
001715	PAVO	"1.211,00"	"987,55"	"1.086,30"	"0,10"	"92,41"	29/09/2025	"987,55"	"100,00"
001684	BALLANTINES	"145,00"	"978,18"	"1.076,00"	"0,10"	"92,51"	27/09/2025	"978,18"	"100,00"
000765	VERMOUTH DE LA CASA	"192,00"	"960,00"	"1.056,00"	"0,09"	"92,60"	28/09/2025	"960,00"	"100,00"
001528	QUESO FRESCO	"1.170,00"	"947,45"	"1.042,20"	"0,09"	"92,70"	30/09/2025	"947,45"	"100,00"
000825	CLARA LIMON	"463,00"	"945,58"	"1.144,15"	"0,09"	"92,79"	28/09/2025	"945,58"	"100,00"
001243	SOPA FRIA	"120,00"	"935,55"	"1.029,10"	"0,09"	"92,88"	30/09/2025	"935,55"	"100,00"
000024	AQUARIUS NARANJA	"445,00"	"932,50"	"1.025,75"	"0,09"	"92,97"	30/09/2025	"932,50"	"100,00"
