ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025	ABC de Ventas     Del 01/09/2025 al 30/09/2025
Código	Descripción	Unidades	Importe Total	Importe Total  I.I.	% Venta	% Acumu.	Fecha Ult.Vta.	Beneficio B.I.	% Ben.
000539	DELUXE	"6,00"	"27,00"	"29,70"	"0,26"	"81,38"	26/09/2025	"27,00"	"100,00"
000671	leche sin lactosa	"168,00"	"0,00"	"0,00"	"0,00"	"81,38"	30/09/2025	"0,00"	"0,00"
000782	descafeinado	"64,00"	"0,00"	"0,00"	"0,00"	"81,38"	30/09/2025	"0,00"	"0,00"
001212	TÉ MORUNO	"19,00"	"50,95"	"56,05"	"0,49"	"81,87"	28/09/2025	"50,95"	"100,00"
001249	VIENES	"3,00"	"6,82"	"7,50"	"0,07"	"81,94"	30/09/2025	"6,82"	"100,00"
001250	BOMBON	"16,00"	"36,36"	"40,00"	"0,35"	"82,29"	28/09/2025	"36,36"	"100,00"
001252	CAPPUCCION VIENESSE	"10,00"	"25,45"	"28,00"	"0,24"	"82,53"	27/09/2025	"25,45"	"100,00"
001254	DIABLO VIENESSE	"5,00"	"12,73"	"14,00"	"0,12"	"82,65"	29/09/2025	"12,73"	"100,00"
001255	CAPPUCCINO INFANTIL	"3,00"	"9,55"	"10,50"	"0,09"	"82,74"	27/09/2025	"9,55"	"100,00"
001265	DESCAF. SOBRE	"41,00"	"82,00"	"90,20"	"0,79"	"83,53"	28/09/2025	"82,00"	"100,00"
001291	TE AMERICANO	"2,00"	"5,36"	"5,90"	"0,05"	"83,58"	27/09/2025	"5,36"	"100,00"
001467	BOWL LECHE	"15,00"	"23,18"	"25,50"	"0,22"	"83,80"	30/09/2025	"23,18"	"100,00"
001555	descafeinado	"315,00"	"0,00"	"0,00"	"0,00"	"83,80"	30/09/2025	"0,00"	"0,00"
001556	hielo	"79,00"	"14,36"	"15,80"	"0,14"	"83,94"	30/09/2025	"14,36"	"100,00"
001642	RISTRETTO	"64,00"	"116,36"	"128,00"	"1,11"	"85,05"	29/09/2025	"116,36"	"100,00"
001687	BOMBON DOBLE	"19,00"	"50,09"	"55,10"	"0,48"	"85,53"	28/09/2025	"50,09"	"100,00"
001764	BOWL AVENA	"4,00"	"6,55"	"7,20"	"0,06"	"85,60"	28/09/2025	"6,55"	"100,00"
001765	L. avena	"130,00"	"11,82"	"13,00"	"0,11"	"85,71"	30/09/2025	"11,82"	"100,00"
001794	ESPRESO DOBLE	"204,00"	"461,36"	"507,50"	"4,42"	"90,13"	30/09/2025	"461,36"	"100,00"
001831	Extra Alcohol	"5,00"	"3,86"	"4,25"	"0,04"	"90,17"	29/09/2025	"3,86"	"100,00"
001835	LECHE Y LECHE	"20,00"	"49,09"	"54,00"	"0,47"	"90,64"	28/09/2025	"49,09"	"100,00"
001836	CORTADO DOBLE	"135,00"	"316,73"	"348,40"	"3,03"	"93,67"	30/09/2025	"316,73"	"100,00"
001864	"CAFE, HIELO Y LECHE"	"272,00"	"642,91"	"707,20"	"6,16"	"99,83"	30/09/2025	"642,91"	"100,00"
001925	Sale	"79,00"	"0,00"	"0,00"	"0,00"	"99,83"	30/09/2025	"0,00"	"0,00"
001930	Nube	"178,00"	"0,00"	"0,00"	"0,00"	"99,83"	30/09/2025	"0,00"	"0,00"
001931	Sombra	"180,00"	"0,00"	"0,00"	"0,00"	"99,83"	30/09/2025	"0,00"	"0,00"
001932	Mitad	"1.237,00"	"0,00"	"0,00"	"0,00"	"99,83"	30/09/2025	"0,00"	"0,00"
001933	Largo	"46,00"	"0,00"	"0,00"	"0,00"	"99,83"	29/09/2025	"0,00"	"0,00"
001934	DOBLE	"61,00"	"0,00"	"0,00"	"0,00"	"99,83"	28/09/2025	"0,00"	"0,00"
001935	AMERICANO	"3,00"	"0,00"	"0,00"	"0,00"	"99,83"	20/09/2025	"0,00"	"0,00"
001945	Verde	"52,00"	"0,00"	"0,00"	"0,00"	"99,83"	30/09/2025	"0,00"	"0,00"
001946	Supremo	"1,00"	"0,00"	"0,00"	"0,00"	"99,83"	09/09/2025	"0,00"	"0,00"
001947	Oolong	"1,00"	"0,00"	"0,00"	"0,00"	"99,83"	10/09/2025	"0,00"	"0,00"
001948	English Breakfast	"17,00"	"0,00"	"0,00"	"0,00"	"99,83"	30/09/2025	"0,00"	"0,00"
001950	Earl Gray	"25,00"	"0,00"	"0,00"	"0,00"	"99,83"	30/09/2025	"0,00"	"0,00"
001951	Pakistaní Supremo	"15,00"	"0,00"	"0,00"	"0,00"	"99,83"	28/09/2025	"0,00"	"0,00"
001953	Galleta y Especias	"2,00"	"0,00"	"0,00"	"0,00"	"99,83"	30/09/2025	"0,00"	"0,00"
001954	Chai	"14,00"	"0,00"	"0,00"	"0,00"	"99,83"	30/09/2025	"0,00"	"0,00"
001955	Caramelo y nueces	"6,00"	"0,00"	"0,00"	"0,00"	"99,83"	30/09/2025	"0,00"	"0,00"
001956	Ayurveda	"10,00"	"0,00"	"0,00"	"0,00"	"99,83"	30/09/2025	"0,00"	"0,00"
001957	Canto del Lama	"8,00"	"0,00"	"0,00"	"0,00"	"99,83"	30/09/2025	"0,00"	"0,00"
001958	Rooibos Pakistani	"14,00"	"0,00"	"0,00"	"0,00"	"99,83"	29/09/2025	"0,00"	"0,00"
001959	Rooibos Manzana Canela	"15,00"	"0,00"	"0,00"	"0,00"	"99,83"	30/09/2025	"0,00"	"0,00"
001960	Rooibos Naranja Choco	"7,00"	"0,00"	"0,00"	"0,00"	"99,83"	28/09/2025	"0,00"	"0,00"
001963	Café para llevar	"7,00"	"17,82"	"19,60"	"0,17"	"100,00"	29/09/2025	"17,82"	"100,00"
	DESAYUNOS								
001224	americano	"28,00"	"0,00"	"0,00"	"0,00"	"0,00"	28/09/2025	"0,00"	"0,00"
001225	cortado	"17,00"	"0,00"	"0,00"	"0,00"	"0,00"	30/09/2025	"0,00"	"0,00"
001462	CHOCAPIC	"13,00"	"18,91"	"20,80"	"0,21"	"0,21"	30/09/2025	"18,91"	"100,00"
001463	BOWL YOGURT	"106,00"	"192,73"	"212,00"	"2,12"	"2,33"	30/09/2025	"192,73"	"100,00"
001465	BOWL SIN LACTOSA	"2,00"	"3,27"	"3,60"	"0,04"	"2,37"	14/09/2025	"3,27"	"100,00"
001468	FLAKES	"15,00"	"21,82"	"24,00"	"0,24"	"2,61"	28/09/2025	"21,82"	"100,00"
001472	PIPAS	"4,00"	"1,45"	"1,60"	"0,02"	"2,62"	20/09/2025	"1,45"	"100,00"
001479	MIX DE FRUTAS	"53,00"	"24,09"	"26,50"	"0,27"	"2,89"	30/09/2025	"24,09"	"100,00"
001486	CROISSANT	"226,00"	"446,00"	"490,60"	"4,91"	"7,81"	30/09/2025	"446,00"	"100,00"
001487	RUSTICO	"666,00"	"897,27"	"987,00"	"9,89"	"17,69"	30/09/2025	"897,27"	"100,00"
001488	MULTICEREAL	"735,00"	"1.063,27"	"1.169,60"	"11,72"	"29,41"	30/09/2025	"1.063,27"	"100,00"
001489	MOLLETE	"363,00"	"493,64"	"543,00"	"5,44"	"34,85"	30/09/2025	"493,64"	"100,00"
001490	SIN GLUTEN	"42,00"	"76,36"	"84,00"	"0,84"	"35,69"	30/09/2025	"76,36"	"100,00"
001491	MOLDE GRUESO	"57,00"	"93,27"	"102,60"	"1,03"	"36,72"	30/09/2025	"93,27"	"100,00"
001493	ATÚN	"93,00"	"82,73"	"91,00"	"0,91"	"37,63"	30/09/2025	"82,73"	"100,00"
001494	YORK	"75,00"	"47,09"	"51,80"	"0,52"	"38,15"	30/09/2025	"47,09"	"100,00"
001495	JAMÓN IBÉRICO	"317,00"	"715,91"	"787,50"	"7,89"	"46,04"	30/09/2025	"715,91"	"100,00"
001496	BACÓN	"67,00"	"48,00"	"52,80"	"0,53"	"46,57"	30/09/2025	"48,00"	"100,00"
001497	GOUDA	"174,00"	"125,82"	"138,40"	"1,39"	"47,96"	30/09/2025	"125,82"	"100,00"
001498	LOMO AL HORNO	"57,00"	"57,00"	"62,70"	"0,63"	"48,58"	30/09/2025	"57,00"	"100,00"
001499	HUEVO PLANCHA 1H	"213,00"	"190,91"	"210,00"	"2,10"	"50,69"	30/09/2025	"190,91"	"100,00"
001500	YORK + QUESO	"244,00"	"266,18"	"292,80"	"2,93"	"53,62"	30/09/2025	"266,18"	"100,00"
001501	LECHUGA	"119,00"	"10,82"	"11,90"	"0,12"	"53,74"	30/09/2025	"10,82"	"100,00"
001502	CEBOLLA	"30,00"	"5,45"	"6,00"	"0,06"	"53,80"	28/09/2025	"5,45"	"100,00"
001503	TOMATE	"319,00"	"85,64"	"94,20"	"0,94"	"54,74"	30/09/2025	"85,64"	"100,00"
001504	AGUACATE	"481,00"	"389,45"	"428,40"	"4,29"	"59,04"	30/09/2025	"389,45"	"100,00"
001505	ACEITE	"1.024,00"	"463,64"	"510,00"	"5,11"	"64,15"	30/09/2025	"463,64"	"100,00"
001507	EMULSION TOMATE	"825,00"	"371,36"	"408,50"	"4,09"	"68,24"	30/09/2025	"371,36"	"100,00"
001508	MANTEQUILLA	"397,00"	"129,82"	"142,80"	"1,43"	"69,67"	30/09/2025	"129,82"	"100,00"
001510	MIEL	"48,00"	"25,64"	"28,20"	"0,28"	"69,95"	30/09/2025	"25,64"	"100,00"
001512	CHERRY	"6,00"	"1,64"	"1,80"	"0,02"	"69,97"	30/09/2025	"1,64"	"100,00"
001516	HUEVO PLANCHA 2H	"39,00"	"88,64"	"97,50"	"0,98"	"70,95"	28/09/2025	"88,64"	"100,00"
001517	REVUELTO 2H	"58,00"	"129,55"	"142,50"	"1,43"	"72,37"	30/09/2025	"129,55"	"100,00"
001518	TORTILLA  2H	"126,00"	"286,36"	"315,00"	"3,16"	"75,53"	30/09/2025	"286,36"	"100,00"
001528	QUESO FRESCO	"133,00"	"108,00"	"118,80"	"1,19"	"76,72"	30/09/2025	"108,00"	"100,00"
001590	UNIVERSAL	"220,00"	"792,73"	"872,00"	"8,74"	"85,46"	30/09/2025	"792,73"	"100,00"
001636	COUNTRY STORE	"32,00"	"46,55"	"51,20"	"0,51"	"85,97"	30/09/2025	"46,55"	"100,00"
001715	PAVO	"138,00"	"112,91"	"124,20"	"1,24"	"87,21"	29/09/2025	"112,91"	"100,00"
001739	BACON + QUESO	"107,00"	"125,27"	"137,80"	"1,38"	"88,59"	30/09/2025	"125,27"	"100,00"
001740	PAVO+QUESO	"116,00"	"137,09"	"150,80"	"1,51"	"90,10"	30/09/2025	"137,09"	"100,00"
001741	MERMELADA	"165,00"	"44,45"	"48,90"	"0,49"	"90,59"	30/09/2025	"44,45"	"100,00"
001784	TORTILLA 1H	"62,00"	"83,18"	"91,50"	"0,92"	"91,51"	30/09/2025	"83,18"	"100,00"
001785	REVUELTO 1H	"25,00"	"34,09"	"37,50"	"0,38"	"91,89"	29/09/2025	"34,09"	"100,00"
001786	Pan Rodaja	"50,00"	"27,27"	"30,00"	"0,30"	"92,19"	28/09/2025	"27,27"	"100,00"
001787	BOWL DE FRUTA	"75,00"	"328,50"	"361,35"	"3,62"	"95,81"	30/09/2025	"328,50"	"100,00"
001788	SIROPE CARAMELO	"1,00"	"0,91"	"1,00"	"0,01"	"95,82"	22/09/2025	"0,91"	"100,00"
001789	SIROPE CHOCOLATE	"6,00"	"5,45"	"6,00"	"0,06"	"95,88"	22/09/2025	"5,45"	"100,00"
001806	INTEGRAL	"174,00"	"188,73"	"207,60"	"2,08"	"97,96"	30/09/2025	"188,73"	"100,00"
001807	JAMÓN SERRANO	"205,00"	"185,45"	"204,00"	"2,04"	"100,00"	30/09/2025	"185,45"	"100,00"
001915	Montada	"15,00"	"0,00"	"0,00"	"0,00"	"100,00"	24/09/2025	"0,00"	"0,00"
001938	Fresa	"101,00"	"0,00"	"0,00"	"0,00"	"100,00"	30/09/2025	"0,00"	"0,00"
001939	Melocotón	"53,00"	"0,00"	"0,00"	"0,00"	"100,00"	30/09/2025	"0,00"	"0,00"
	HAMACAS								
000211	HAMACA 	"1.423,00"	"8.220,66"	"9.947,00"	"54,32"	"54,32"	30/09/2025	"8.220,66"	"100,00"
000212	CAMA 1/2 DIA	"43,00"	"995,04"	"1.204,00"	"6,58"	"60,90"	30/09/2025	"995,04"	"100,00"
000213	CAMA 1 DIA	"106,00"	"3.066,12"	"3.710,00"	"20,26"	"81,16"	28/09/2025	"3.066,12"	"100,00"
001849	SOMBRILLA 	"690,00"	"2.851,24"	"3.450,00"	"18,84"	"100,00"	30/09/2025	"2.851,24"	"100,00"
	BRANDIES Y COGNACS								
000217	MAGNO	"3,00"	"17,73"	"19,50"	"30,01"	"30,01"	10/09/2025	"17,73"	"100,00"
000225	TORRES 5	"7,00"	"41,36"	"45,50"	"69,99"	"100,00"	23/09/2025	"41,36"	"100,00"
000909	BOTELLA MAGNO	"0,53"	"0,00"	"0,00"	"0,00"	"100,00"	10/09/2025	"0,00"	"0,00"
000916	BOTELLA TORRES 5	"1,23"	"0,00"	"0,00"	"0,00"	"100,00"	23/09/2025	"0,00"	"0,00"
	VINOS Y CAVAS								
000229	TINTO DE VERANO	"375,00"	"1.005,68"	"1.106,25"	"11,51"	"11,51"	30/09/2025	"1.005,68"	"100,00"
000232	JUVE Y CAMPS BOTELLA	"4,00"	"83,64"	"92,00"	"0,96"	"12,47"	28/09/2025	"83,64"	"100,00"
000242	JUVE Y CAMPS COPA	"129,00"	"463,23"	"509,55"	"5,30"	"17,77"	30/09/2025	"463,23"	"100,00"
000244	TINTO DE VERANO + NARANJA	"1,00"	"2,09"	"2,30"	"0,02"	"17,79"	04/09/2025	"2,09"	"100,00"
000792	SANGRIA PEQUEÑA	"132,00"	"474,00"	"521,40"	"5,42"	"23,22"	30/09/2025	"474,00"	"100,00"
000793	SANGRIA JARRA	"196,00"	"842,31"	"1.019,20"	"9,64"	"32,86"	30/09/2025	"842,31"	"100,00"
000892	BOTANI ESPUMOSO	"2,00"	"34,55"	"38,00"	"0,40"	"33,25"	21/09/2025	"34,55"	"100,00"
001240	LA GUITA COPA	"1,00"	"2,82"	"3,10"	"0,03"	"33,29"	08/09/2025	"2,82"	"100,00"
001317	BOTELLA SEIS+SEIS	"1,00"	"20,00"	"22,00"	"0,23"	"33,51"	10/09/2025	"20,00"	"100,00"
001318	SEIS+SEIS COPA	"39,00"	"136,50"	"150,15"	"1,56"	"35,08"	23/09/2025	"136,50"	"100,00"
001394	JARRA TINTO DE VERANO	"78,00"	"297,82"	"327,60"	"3,41"	"38,49"	30/09/2025	"297,82"	"100,00"
001482	COPA ZUMBRAL	"17,00"	"58,73"	"64,60"	"0,67"	"39,16"	13/09/2025	"58,73"	"100,00"
001621	COPA BOTANI ESPUMOSO	"21,00"	"74,45"	"81,90"	"0,85"	"40,01"	30/09/2025	"74,45"	"100,00"
001746	CLOE COPA	"48,00"	"159,27"	"175,20"	"1,82"	"41,83"	30/09/2025	"159,27"	"100,00"
001747	CLOE BOTELLA	"7,00"	"124,09"	"136,50"	"1,42"	"43,25"	28/09/2025	"124,09"	"100,00"
001752	TINTO CASA COPA	"45,00"	"157,50"	"173,25"	"1,80"	"45,06"	30/09/2025	"157,50"	"100,00"
001753	TINTO CASA BOTELLA	"1,00"	"20,00"	"22,00"	"0,23"	"45,28"	24/09/2025	"20,00"	"100,00"
001754	CLOE ROSÉ COPA	"100,00"	"331,82"	"365,00"	"3,80"	"49,08"	29/09/2025	"331,82"	"100,00"
001755	CLOE ROSÉ BOTELLA	"8,00"	"141,82"	"156,00"	"1,62"	"50,70"	26/09/2025	"141,82"	"100,00"
001796	VIÑASOL ROSADO Copa.	"10,00"	"28,18"	"31,00"	"0,32"	"51,03"	12/09/2025	"28,18"	"100,00"
001810	MALPASTOR BOTELLA	"4,00"	"60,00"	"66,00"	"0,69"	"51,71"	18/09/2025	"60,00"	"100,00"
001811	MALPASTOR COPA	"47,00"	"147,41"	"162,15"	"1,69"	"53,40"	22/09/2025	"147,41"	"100,00"
001842	3055 JEAN LEÓN BOTELLA	"3,00"	"45,00"	"49,50"	"0,52"	"53,92"	25/09/2025	"45,00"	"100,00"
001843	3055 JEAN LEÓN COPA	"25,00"	"79,55"	"87,50"	"0,91"	"54,83"	29/09/2025	"79,55"	"100,00"
001844	LA MATEO ROSADO BOTELLA	"4,00"	"87,27"	"96,00"	"1,00"	"55,83"	22/09/2025	"87,27"	"100,00"
001856	Pago de Carraovejas	"1,00"	"54,55"	"60,00"	"0,62"	"56,45"	15/09/2025	"54,55"	"100,00"
001861	Encaste Crianza	"2,00"	"41,82"	"46,00"	"0,48"	"56,93"	28/09/2025	"41,82"	"100,00"
001868	Las Pisadas Copa	"49,00"	"162,59"	"178,85"	"1,86"	"58,79"	30/09/2025	"162,59"	"100,00"
001869	Las Pisadas Botella	"3,00"	"46,36"	"51,00"	"0,53"	"59,32"	26/09/2025	"46,36"	"100,00"
001870	Dusky Sound copa	"40,00"	"127,27"	"140,00"	"1,46"	"60,78"	28/09/2025	"127,27"	"100,00"
001871	Dusky Sound Botella	"9,00"	"122,73"	"135,00"	"1,40"	"62,18"	24/09/2025	"122,73"	"100,00"
001872	62 millas Copa	"96,00"	"318,55"	"350,40"	"3,65"	"65,83"	30/09/2025	"318,55"	"100,00"
001873	62 millas Botella	"4,00"	"65,45"	"72,00"	"0,75"	"66,58"	26/09/2025	"65,45"	"100,00"
001874	Mar de seda copa	"396,00"	"1.260,00"	"1.386,00"	"14,42"	"81,00"	30/09/2025	"1.260,00"	"100,00"
001875	Mar de seda Botella	"28,00"	"305,45"	"336,00"	"3,50"	"84,49"	30/09/2025	"305,45"	"100,00"
001877	Pazos Copa	"108,00"	"309,27"	"340,20"	"3,54"	"88,03"	30/09/2025	"309,27"	"100,00"
001878	Letargo Copa	"16,00"	"48,00"	"52,80"	"0,55"	"88,58"	27/09/2025	"48,00"	"100,00"
001879	Letargo Botella	"4,00"	"58,18"	"64,00"	"0,67"	"89,25"	16/09/2025	"58,18"	"100,00"
001881	Viernes Copa	"18,00"	"54,00"	"59,40"	"0,62"	"89,87"	30/09/2025	"54,00"	"100,00"
001882	Viernes Botella	"4,00"	"60,00"	"66,00"	"0,69"	"90,55"	30/09/2025	"60,00"	"100,00"
001883	ricipe viana Copa	"14,00"	"38,18"	"42,00"	"0,44"	"90,99"	29/09/2025	"38,18"	"100,00"
001891	ALTOS DE TORONA	"9,00"	"143,18"	"157,50"	"1,64"	"92,63"	21/09/2025	"143,18"	"100,00"
001892	TESELA COPA	"14,00"	"44,55"	"49,00"	"0,51"	"93,14"	29/09/2025	"44,55"	"100,00"
001893	TESELA BOTELLA	"2,00"	"24,00"	"26,40"	"0,27"	"93,41"	26/09/2025	"24,00"	"100,00"
001896	PAZOS BOT	"37,00"	"511,27"	"562,40"	"5,85"	"99,26"	27/09/2025	"511,27"	"100,00"
001917	Fino Rama	"1,00"	"4,09"	"4,50"	"0,05"	"99,31"	07/09/2025	"4,09"	"100,00"
001918	Pedro Ximenez	"7,00"	"33,09"	"36,40"	"0,38"	"99,69"	27/09/2025	"33,09"	"100,00"
001919	Oloroso	"2,00"	"9,45"	"10,40"	"0,11"	"99,80"	16/09/2025	"9,45"	"100,00"
001920	Amontillado	"3,00"	"17,73"	"19,50"	"0,20"	"100,00"	04/09/2025	"17,73"	"100,00"
001941	con limón	"401,00"	"0,00"	"0,00"	"0,00"	"100,00"	30/09/2025	"0,00"	"0,00"
001942	con casera	"41,00"	"0,00"	"0,00"	"0,00"	"100,00"	28/09/2025	"0,00"	"0,00"
	APERITIVOS Y LICORES								
000257	ORUJO DE HIERBAS	"7,00"	"35,00"	"38,50"	"3,71"	"3,71"	25/09/2025	"35,00"	"100,00"
000258	ANIS DULCE	"1,00"	"4,55"	"5,00"	"0,48"	"4,20"	01/09/2025	"4,55"	"100,00"
000259	ANIS SECO	"1,00"	"4,55"	"5,00"	"0,48"	"4,68"	17/09/2025	"4,55"	"100,00"
000262	LICOR 43	"5,00"	"25,00"	"27,50"	"2,65"	"7,33"	26/09/2025	"25,00"	"100,00"
000264	MARTINI ROJO	"5,00"	"25,00"	"27,50"	"2,65"	"9,98"	28/09/2025	"25,00"	"100,00"
000265	MARTINI BLANCO	"10,00"	"50,00"	"55,00"	"5,30"	"15,29"	21/09/2025	"50,00"	"100,00"
000266	AMARETTO	"7,00"	"35,00"	"38,50"	"3,71"	"19,00"	24/09/2025	"35,00"	"100,00"
000267	FRANGELICO	"4,00"	"20,00"	"22,00"	"2,12"	"21,12"	21/09/2025	"20,00"	"100,00"
000268	TIA MARÍA	"2,00"	"10,00"	"11,00"	"1,06"	"22,18"	24/09/2025	"10,00"	"100,00"
000270	BAILEYS	"50,00"	"250,00"	"275,00"	"26,52"	"48,70"	28/09/2025	"250,00"	"100,00"
000272	MALIBU	"1,00"	"5,00"	"5,50"	"0,53"	"49,23"	20/09/2025	"5,00"	"100,00"
000277	JAGERMEISTER	"5,00"	"25,00"	"27,50"	"2,65"	"51,89"	17/09/2025	"25,00"	"100,00"
000280	CAMPARI	"16,00"	"81,36"	"89,50"	"8,63"	"60,52"	27/09/2025	"81,36"	"100,00"
000299	ORUJO CREMA	"7,00"	"35,00"	"38,50"	"3,71"	"64,23"	23/09/2025	"35,00"	"100,00"
000765	VERMOUTH DE LA CASA	"5,00"	"25,00"	"27,50"	"2,65"	"66,88"	28/09/2025	"25,00"	"100,00"
000851	Pacharan Otaola	"24,00"	"109,09"	"132,00"	"11,57"	"78,46"	30/09/2025	"109,09"	"100,00"
001091	BOTELLA AMARETO	"0,88"	"0,00"	"0,00"	"0,00"	"78,46"	24/09/2025	"0,00"	"0,00"
001097	BOTELLA BAILEYS	"6,38"	"0,00"	"0,00"	"0,00"	"78,46"	28/09/2025	"0,00"	"0,00"
001103	BOTELLA CAMPARI	"1,50"	"0,00"	"0,00"	"0,00"	"78,46"	27/09/2025	"0,00"	"0,00"
001110	BOTELLA FRANGELICO	"0,50"	"0,00"	"0,00"	"0,00"	"78,46"	21/09/2025	"0,00"	"0,00"
001112	BOTELLA JAGERMEISTER	"0,63"	"0,00"	"0,00"	"0,00"	"78,46"	17/09/2025	"0,00"	"0,00"
001116	BOTELLA LICOR 43	"0,63"	"0,00"	"0,00"	"0,00"	"78,46"	26/09/2025	"0,00"	"0,00"
001124	BOTELLA MALIBU	"0,13"	"0,00"	"0,00"	"0,00"	"78,46"	20/09/2025	"0,00"	"0,00"
001127	BOTELLA MARTINI BLANCO	"1,38"	"0,00"	"0,00"	"0,00"	"78,46"	21/09/2025	"0,00"	"0,00"
001129	BOTELLA MARTINI ROJO	"0,63"	"0,00"	"0,00"	"0,00"	"78,46"	28/09/2025	"0,00"	"0,00"
001164	BOTELLA TIA MARIA	"0,13"	"0,00"	"0,00"	"0,00"	"78,46"	24/09/2025	"0,00"	"0,00"
001759	LIMONCELLO	"6,00"	"30,00"	"33,00"	"3,18"	"81,64"	27/09/2025	"30,00"	"100,00"
001848	VERMOUTH GUERRA	"32,00"	"173,09"	"190,40"	"18,36"	"100,00"	30/09/2025	"173,09"	"100,00"
	WHISKIES								
000302	WHITE LABEL	"8,00"	"54,55"	"60,00"	"7,22"	"7,22"	27/09/2025	"54,55"	"100,00"
000304	CUTTY SARK	"2,00"	"15,00"	"16,50"	"1,99"	"9,21"	26/09/2025	"15,00"	"100,00"
000306	DYC 8	"3,00"	"20,45"	"22,50"	"2,71"	"11,91"	22/09/2025	"20,45"	"100,00"
000308	JAMESON	"21,00"	"143,18"	"157,50"	"18,95"	"30,87"	30/09/2025	"143,18"	"100,00"
000318	JOHNNY WALKER BLACK	"10,00"	"90,45"	"99,50"	"11,97"	"42,84"	27/09/2025	"90,45"	"100,00"
000319	J&B	"8,00"	"54,55"	"60,00"	"7,22"	"50,06"	14/09/2025	"54,55"	"100,00"
000322	JOHNNY WALKER RED	"14,00"	"95,45"	"105,00"	"12,63"	"62,70"	27/09/2025	"95,45"	"100,00"
000324	JACK DANIELS	"3,00"	"21,82"	"24,00"	"2,89"	"65,58"	23/09/2025	"21,82"	"100,00"
000325	FOUR ROSES	"2,00"	"14,55"	"16,00"	"1,93"	"67,51"	17/09/2025	"14,55"	"100,00"
000328	SOUTHERN COMFORT	"1,00"	"6,82"	"7,50"	"0,90"	"68,41"	24/09/2025	"6,82"	"100,00"
001604	MACALLAN 12	"5,00"	"68,18"	"75,00"	"9,03"	"77,44"	14/09/2025	"68,18"	"100,00"
001684	BALLANTINES	"21,00"	"143,18"	"157,50"	"18,95"	"96,39"	27/09/2025	"143,18"	"100,00"
001821	HIBIKI	"2,00"	"27,27"	"30,00"	"3,61"	"100,00"	27/09/2025	"27,27"	"100,00"
	VODKAS								
000362	ERISTOFF	"4,00"	"28,64"	"31,50"	"21,88"	"21,88"	23/09/2025	"28,64"	"100,00"
001685	ABSOLUT	"15,00"	"102,27"	"112,50"	"78,12"	"100,00"	30/09/2025	"102,27"	"100,00"
	"COCKTAILS, ZUMOS Y BATIDOS"								
000006	ZUMO NARANJA NAT. (Desay.)	"454,00"	"1.198,77"	"1.318,65"	"12,37"	"12,37"	30/09/2025	"1.198,77"	"100,00"
000378	CARIBEÑO	"33,00"	"165,00"	"181,50"	"1,70"	"14,07"	30/09/2025	"165,00"	"100,00"
000379	LA CHANCLA	"87,00"	"470,59"	"517,65"	"4,86"	"18,93"	30/09/2025	"470,59"	"100,00"
000380	ANTIOXIDANTE	"66,00"	"348,00"	"382,80"	"3,59"	"22,52"	30/09/2025	"348,00"	"100,00"
000381	MOJITO	"181,00"	"1.398,64"	"1.538,50"	"14,43"	"36,95"	30/09/2025	"1.398,64"	"100,00"
000382	DAIKIRI ORIGINAL	"2,00"	"15,45"	"17,00"	"0,16"	"37,11"	13/09/2025	"15,45"	"100,00"
000383	CAIPIRIÑA	"25,00"	"193,18"	"212,50"	"1,99"	"39,10"	30/09/2025	"193,18"	"100,00"
000384	PIÑA COLADA	"77,00"	"626,50"	"689,15"	"6,46"	"45,56"	30/09/2025	"626,50"	"100,00"
000385	SAN FRANCISCO	"17,00"	"91,95"	"101,15"	"0,95"	"46,51"	28/09/2025	"91,95"	"100,00"
000386	LIMÓN Y ALGO	"16,00"	"80,00"	"88,00"	"0,83"	"47,34"	29/09/2025	"80,00"	"100,00"
000392	BLODY MARY	"19,00"	"137,32"	"151,05"	"1,42"	"48,75"	27/09/2025	"137,32"	"100,00"
000393	APEROL SPRITZ	"176,00"	"1.040,00"	"1.144,00"	"10,73"	"59,48"	30/09/2025	"1.040,00"	"100,00"
000394	MARGARITA	"50,00"	"386,36"	"425,00"	"3,99"	"63,47"	28/09/2025	"386,36"	"100,00"
000395	DAIKIRI DE FRESA	"39,00"	"301,36"	"331,50"	"3,11"	"66,58"	30/09/2025	"301,36"	"100,00"
000396	MORENITO	"19,00"	"95,00"	"104,50"	"0,98"	"67,56"	27/09/2025	"95,00"	"100,00"
000397	MOJITO SIN	"30,00"	"162,27"	"178,50"	"1,67"	"69,23"	28/09/2025	"162,27"	"100,00"
000398	COCKTAIL DE CAVA	"3,00"	"27,14"	"29,85"	"0,28"	"69,51"	13/09/2025	"27,14"	"100,00"
000399	FLY ME TO THE MOON	"16,00"	"123,64"	"136,00"	"1,28"	"70,79"	25/09/2025	"123,64"	"100,00"
000400	TOM COLLINS	"12,00"	"92,73"	"102,00"	"0,96"	"71,75"	27/09/2025	"92,73"	"100,00"
