fecha,tmed,tmax,tmin,prec,velmedia,racha,sol,hrMedia,temp_categoria,humedad_categoria,lluvia_categoria,cielo_categoria,viento_categoria,descripcion_dia,día,desayunos,almuerzos,cenas,mes,nº se,año
2021-08-29,23.6,28.9,18.2,0.0,3.1,9.7,4.9,66.0,Agradable,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Agradable, Húmedo, Brisa, Parcialmente soleado.",Lunes,100.0,61.0,76,8,35,2021
2021-08-30,24.6,28.4,20.9,0.0,3.9,11.7,3.6,74.0,Agradable,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Agradable, Húmedo, Brisa, Parcialmente soleado.",Martes,101.0,39.0,42,8,35,2021
2021-08-31,25.1,29.7,20.5,0.0,3.1,7.2,11.5,57.0,Caluroso,Húmedo,Sin lluvia,Soleado,Brisa,"Caluroso, Húmedo, Brisa, Soleado.",Miércoles,80.0,35.0,45,8,35,2021
2021-09-01,25.4,30.3,20.5,0.0,3.6,8.3,11.6,61.0,Caluroso,Húmedo,Sin lluvia,Soleado,Brisa,"Caluroso, Húmedo, Brisa, Soleado.",Jueves,90.0,33.0,64,9,35,2021
2021-09-02,26.7,29.1,24.3,0.0,4.2,9.2,7.5,75.0,Caluroso,Húmedo,Sin lluvia,Soleado,Brisa,"Caluroso, Húmedo, Brisa, Soleado.",Viernes,100.0,40.0,58,9,35,2021
2021-09-03,26.2,29.6,22.9,0.0,4.4,9.2,8.5,67.0,Caluroso,Húmedo,Sin lluvia,Soleado,Brisa,"Caluroso, Húmedo, Brisa, Soleado.",Sábado,134.0,58.0,39,9,35,2021
2021-09-04,29.6,38.0,21.3,0.0,5.3,11.4,11.9,32.0,Caluroso,Humedad normal,Sin lluvia,Soleado,Brisa,"Caluroso, Humedad normal, Brisa, Soleado.",Domingo,100.0,50.0,41,9,36,2021
2021-09-05,26.2,29.6,22.9,0.0,3.1,9.7,9.3,73.0,Caluroso,Húmedo,Sin lluvia,Soleado,Brisa,"Caluroso, Húmedo, Brisa, Soleado.",Lunes,72.0,34.0,62,9,36,2021
2021-09-06,25.6,30.4,20.8,0.0,3.6,7.8,11.7,70.0,Caluroso,Húmedo,Sin lluvia,Soleado,Brisa,"Caluroso, Húmedo, Brisa, Soleado.",Martes,76.0,51.0,56,9,36,2021
2021-09-07,24.0,28.5,19.6,0.0,3.9,9.2,10.9,70.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Miércoles,70.0,45.0,40,9,36,2021
2021-09-08,24.2,28.7,19.8,0.0,4.4,8.3,11.0,74.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Jueves,64.0,44.0,80,9,36,2021
2021-09-09,26.2,33.8,18.5,0.0,4.7,13.9,7.8,40.0,Caluroso,Humedad normal,Sin lluvia,Soleado,Brisa,"Caluroso, Humedad normal, Brisa, Soleado.",Viernes,107.0,38.0,55,9,36,2021
2021-09-10,26.4,32.9,19.8,0.0,5.8,12.5,11.2,29.0,Caluroso,Humedad normal,Sin lluvia,Soleado,Brisa,"Caluroso, Humedad normal, Brisa, Soleado.",Sábado,130.0,58.0,36,9,36,2021
2021-09-11,22.7,27.6,17.8,0.0,3.9,7.8,11.5,56.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Domingo,77.0,28.0,35,9,37,2021
2021-09-12,27.4,35.6,19.2,0.0,2.8,10.8,11.6,52.0,Caluroso,Húmedo,Sin lluvia,Soleado,Brisa,"Caluroso, Húmedo, Brisa, Soleado.",Lunes,77.0,28.0,50,9,37,2021
2021-09-13,24.8,28.8,20.9,0.0,3.6,7.8,11.3,61.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Martes,56.0,19.0,35,9,37,2021
2021-09-14,25.6,33.3,17.9,0.0,2.8,9.7,9.3,51.0,Caluroso,Húmedo,Sin lluvia,Soleado,Brisa,"Caluroso, Húmedo, Brisa, Soleado.",Miércoles,89.0,32.0,29,9,37,2021
2021-09-15,27.7,34.1,21.3,0.0,4.7,11.4,9.1,24.0,Caluroso,Humedad normal,Sin lluvia,Soleado,Brisa,"Caluroso, Humedad normal, Brisa, Soleado.",Jueves,97.0,32.0,29,9,37,2021
2021-09-16,23.6,29.6,17.6,0.0,1.9,10.8,11.3,37.0,Agradable,Humedad normal,Sin lluvia,Soleado,Brisa,"Agradable, Humedad normal, Brisa, Soleado.",Viernes,100.0,30.0,50,9,37,2021
2021-09-17,20.2,24.2,16.1,0.0,3.3,7.8,11.3,64.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Sábado,122.0,53.0,55,9,37,2021
2021-09-18,25.6,33.5,17.7,0.0,4.4,11.7,11.2,30.0,Caluroso,Humedad normal,Sin lluvia,Soleado,Brisa,"Caluroso, Humedad normal, Brisa, Soleado.",Domingo,141.0,69.0,54,9,38,2021
2021-09-19,23.2,27.8,18.7,0.0,3.3,11.4,11.2,58.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Lunes,64.0,48.0,80,9,38,2021
2021-09-20,21.0,26.0,15.9,0.0,3.1,7.8,10.4,71.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Martes,73.0,13.0,50,9,38,2021
2021-09-21,21.2,27.7,14.7,0.0,4.2,7.2,10.1,61.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Miércoles,77.0,31.0,34,9,38,2021
2021-09-22,21.2,26.8,15.7,0.0,3.3,6.7,10.6,69.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Jueves,68.0,14.0,29,9,38,2021
2021-09-23,24.0,27.9,20.1,0.0,3.1,9.2,10.4,68.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Viernes,87.0,28.0,43,9,38,2021
2021-09-24,22.4,27.0,17.9,0.0,3.3,7.8,10.8,73.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Sábado,109.0,62.0,50,9,38,2021
2021-09-25,25.4,33.5,17.4,0.0,1.9,10.3,10.6,68.0,Caluroso,Húmedo,Sin lluvia,Soleado,Brisa,"Caluroso, Húmedo, Brisa, Soleado.",Domingo,131.0,75.0,56,9,39,2021
2021-09-26,24.0,27.2,20.8,0.0,4.4,11.4,10.2,63.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Lunes,64.0,42.0,31,9,39,2021
2021-09-27,23.1,25.5,20.7,1.5,1.4,7.8,0.0,78.0,Agradable,Húmedo,Lluvia notable,Lluvioso,Brisa,"Agradable, Húmedo, Brisa, Lluvioso.",Martes,61.0,33.0,31,9,39,2021
2021-09-28,24.5,27.3,21.7,0.0,1.9,7.2,5.5,71.0,Agradable,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Agradable, Húmedo, Brisa, Parcialmente soleado.",Miércoles,81.0,43.0,66,9,39,2021
2021-09-29,23.2,26.8,19.7,0.0,3.1,8.3,10.3,69.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Jueves,83.0,44.0,62,9,39,2021
2021-09-30,21.3,25.5,17.1,0.0,4.7,8.3,9.0,77.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Viernes,64.0,51.0,62,9,39,2021
2021-10-01,21.6,25.6,17.6,0.0,1.9,7.8,5.6,73.0,Agradable,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Agradable, Húmedo, Brisa, Parcialmente soleado.",Sábado,104.0,39.0,46,10,39,2021
2021-10-02,22.4,26.7,18.1,0.0,3.9,7.8,9.9,75.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Domingo,150.0,56.0,46,10,40,2021
2021-10-03,22.9,26.5,19.3,0.0,2.2,8.3,10.9,74.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Lunes,73.0,14.0,85,10,40,2021
2021-10-04,22.5,26.5,18.5,0.0,3.1,8.9,9.8,76.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Martes,96.0,27.0,20,10,40,2021
2021-10-05,22.5,26.6,18.4,0.0,2.8,8.9,10.8,74.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Miércoles,83.0,30.0,21,10,40,2021
2021-10-06,22.8,30.5,15.0,0.0,3.6,10.8,10.5,69.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Jueves,83.0,32.0,60,10,40,2021
2021-10-07,22.2,26.0,18.4,0.0,2.8,9.2,7.5,76.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Viernes,121.0,60.0,40,10,40,2021
2021-10-08,22.2,26.5,17.8,0.0,3.6,8.3,10.4,70.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Sábado,105.0,50.0,50,10,40,2021
2021-10-09,20.6,25.1,16.1,0.0,3.6,8.9,10.1,81.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Domingo,156.0,89.0,30,10,41,2021
2021-10-10,20.1,24.9,15.3,0.0,3.1,7.2,10.1,79.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Lunes,105.0,57.0,50,10,41,2021
2021-10-11,20.4,26.0,14.7,0.0,3.1,7.2,10.0,77.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Martes,154.0,57.0,52,10,41,2021
2021-10-12,22.8,28.3,17.3,0.0,3.3,8.3,5.7,58.0,Agradable,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Agradable, Húmedo, Brisa, Parcialmente soleado.",Miércoles,82.0,37.0,52,10,41,2021
2021-10-13,22.8,29.2,16.4,0.0,2.5,7.2,5.2,47.0,Agradable,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Agradable, Húmedo, Brisa, Parcialmente soleado.",Jueves,73.0,22.0,33,10,41,2021
2021-10-14,22.6,28.0,17.2,0.0,2.2,7.8,4.4,59.0,Agradable,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Agradable, Húmedo, Brisa, Parcialmente soleado.",Viernes,86.0,30.0,60,10,41,2021
2021-10-15,21.0,26.3,15.6,0.0,3.1,7.8,9.9,68.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Sábado,119.0,72.0,43,10,41,2021
2021-10-16,21.6,25.6,17.6,0.0,2.5,7.8,9.1,72.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Domingo,150.0,70.0,50,10,42,2021
2021-10-17,21.2,24.0,18.3,23.4,2.8,7.8,0.6,76.0,Agradable,Húmedo,Lluvia torrencial,Temporal / Tormenta,Brisa,"Agradable, Húmedo, Brisa, Temporal / Tormenta.",Lunes,88.0,40.0,74,10,42,2021
2021-10-18,18.6,21.3,16.0,22.8,1.1,16.1,0.4,91.0,Agradable,Húmedo,Lluvia torrencial,Temporal / Tormenta,Brisa,"Agradable, Húmedo, Brisa, Temporal / Tormenta.",Martes,80.0,46.0,47,10,42,2021
2021-10-19,19.7,24.0,15.4,0.0,3.9,10.8,2.8,70.0,Agradable,Húmedo,Sin lluvia,Nublado,Brisa,"Agradable, Húmedo, Brisa, Nublado.",Miércoles,85.0,16.0,25,10,42,2021
2021-10-20,22.4,26.9,17.9,0.0,5.6,15.0,10.0,61.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Jueves,66.0,9.0,30,10,42,2021
2021-10-21,21.2,25.3,17.2,0.0,3.1,7.8,9.3,77.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Viernes,86.0,32.0,51,10,42,2021
2021-10-22,19.9,23.7,16.1,0.0,1.7,5.8,10.0,82.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Sábado,111.0,71.0,60,10,42,2021
2021-10-23,20.4,23.8,17.1,0.0,3.1,8.3,5.8,78.0,Agradable,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Agradable, Húmedo, Brisa, Parcialmente soleado.",Domingo,125.0,30.0,90,10,43,2021
2021-10-24,20.0,23.5,16.4,0.0,1.9,8.3,9.8,81.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Lunes,69.0,46.0,52,10,43,2021
2021-10-25,18.8,24.3,13.3,0.0,2.5,7.2,9.8,78.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Martes,51.0,27.0,63,10,43,2021
2021-10-26,19.2,25.7,12.6,0.0,2.8,7.2,9.8,67.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Miércoles,96.0,56.0,36,10,43,2021
2021-10-27,19.1,25.6,12.6,0.0,2.8,6.7,9.5,69.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Jueves,90.0,43.0,50,10,43,2021
2021-10-28,17.4,23.1,11.6,0.0,1.9,7.2,8.3,77.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Viernes,92.0,15.0,60,10,43,2021
2021-10-29,19.8,24.4,15.1,0.0,2.8,6.7,9.1,77.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Sábado,124.0,12.0,72,10,43,2021
2021-10-30,17.9,23.3,12.5,0.0,2.5,6.1,9.4,78.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Domingo,132.0,64.0,45,10,44,2021
2021-10-31,18.1,23.2,13.0,0.0,2.8,6.7,4.8,76.0,Agradable,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Agradable, Húmedo, Brisa, Parcialmente soleado.",Lunes,166.0,60.0,76,10,44,2021
2021-11-01,19.6,23.7,15.5,0.0,2.2,12.5,8.7,76.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Martes,90.0,60.0,40,11,44,2021
2021-11-02,20.3,22.9,17.7,0.0,1.4,7.2,4.1,79.0,Agradable,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Agradable, Húmedo, Brisa, Parcialmente soleado.",Miércoles,85.0,31.0,65,11,44,2021
2021-11-03,19.8,23.3,16.3,7.8,3.3,10.8,0.8,83.0,Agradable,Húmedo,Lluvia notable,Lluvioso,Brisa,"Agradable, Húmedo, Brisa, Lluvioso.",Jueves,70.0,39.0,47,11,44,2021
2021-11-04,18.8,22.1,15.6,3.4,1.7,6.1,4.1,80.0,Agradable,Húmedo,Lluvia notable,Lluvioso,Brisa,"Agradable, Húmedo, Brisa, Lluvioso.",Viernes,82.0,46.0,75,11,44,2021
2021-11-05,18.8,22.7,15.0,0.0,6.7,12.5,9.2,65.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Sábado,137.0,64.0,60,11,44,2021
2021-11-06,17.2,21.8,12.6,0.0,3.1,11.7,7.3,71.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Domingo,159.0,71.0,59,11,45,2021
2021-11-07,14.8,21.1,8.6,0.0,3.1,7.2,9.1,72.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Lunes,83.0,58.0,26,11,45,2021
2021-11-08,14.3,20.9,7.7,0.0,3.3,7.2,9.1,74.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Martes,116.0,35.0,29,11,45,2021
2021-11-09,16.9,21.1,12.7,0.0,2.8,9.7,9.0,57.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Miércoles,100.0,20.0,30,11,45,2021
2021-11-10,15.4,21.3,9.5,0.0,4.7,13.3,9.1,45.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Jueves,81.0,64.0,26,11,45,2021
2021-11-11,16.2,24.4,8.1,0.0,5.3,11.7,9.0,54.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Viernes,86.0,31.0,55,11,45,2021
2021-11-12,17.2,25.6,8.8,0.0,4.4,12.8,8.3,49.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Sábado,120.0,94.0,35,11,45,2021
2021-11-13,19.3,25.2,13.4,0.0,7.5,13.3,8.8,43.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Domingo,155.0,81.0,28,11,46,2021
2021-11-14,15.2,19.7,10.6,0.0,3.6,10.3,6.5,57.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Lunes,71.0,61.0,29,11,46,2021
2021-11-15,15.8,20.0,11.7,0.0,2.5,8.3,8.5,67.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Martes,70.0,40.0,56,11,46,2021
2021-11-16,13.6,19.2,8.0,0.0,3.3,6.7,8.5,79.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Miércoles,73.0,30.0,31,11,46,2021
2021-11-17,13.6,19.4,7.9,0.0,2.8,6.1,8.1,78.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Jueves,60.0,32.0,30,11,46,2021
2021-11-18,13.4,19.4,7.3,0.0,2.8,6.1,8.3,80.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Viernes,96.0,45.0,30,11,46,2021
2021-11-19,14.3,19.9,8.7,0.0,,9.7,8.3,79.0,Frío,Húmedo,Sin lluvia,Soleado,0,"Frío, Húmedo, 0, Soleado.",Sábado,73.0,34.0,42,11,46,2021
2021-11-20,14.2,20.9,7.6,0.0,2.2,7.8,8.5,76.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Domingo,131.0,100.0,39,11,47,2021
2021-11-21,13.2,20.4,6.1,0.0,2.5,7.2,8.4,71.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Lunes,61.0,35.0,40,11,47,2021
2021-11-22,13.0,20.5,5.5,0.0,2.5,7.2,8.4,68.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Martes,45.0,50.0,14,11,47,2021
2021-11-23,13.4,19.6,7.1,0.0,2.5,6.7,8.2,75.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Miércoles,62.0,16.0,27,11,47,2021
2021-11-24,16.2,22.4,10.0,0.0,3.6,6.7,8.4,73.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Jueves,80.0,52.0,25,11,47,2021
2021-11-25,15.0,21.6,8.4,0.0,1.9,9.2,3.8,67.0,Agradable,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Agradable, Húmedo, Brisa, Parcialmente soleado.",Viernes,95.0,36.0,69,11,47,2021
2021-11-26,19.4,22.2,16.6,0.0,3.6,10.3,7.1,71.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Sábado,96.0,45.0,42,11,47,2021
2021-11-27,15.6,19.3,11.9,0.0,2.2,8.3,0.6,82.0,Agradable,Húmedo,Sin lluvia,Nublado,Brisa,"Agradable, Húmedo, Brisa, Nublado.",Domingo,130.0,64.0,53,11,48,2021
2021-11-28,14.4,17.5,11.3,13.5,1.7,5.8,0.2,82.0,Frío,Húmedo,Lluvia torrencial,Temporal / Tormenta,Brisa,"Frío, Húmedo, Brisa, Temporal / Tormenta.",Lunes,69.0,38.0,41,11,48,2021
2021-11-29,14.6,17.2,11.9,18.1,2.5,10.3,0.1,95.0,Frío,Húmedo,Lluvia torrencial,Temporal / Tormenta,Brisa,"Frío, Húmedo, Brisa, Temporal / Tormenta.",Martes,70.0,25.0,31,11,48,2021
2021-11-30,13.0,16.4,9.7,0.0,7.8,12.8,3.8,62.0,Frío,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Frío, Húmedo, Brisa, Parcialmente soleado.",Miércoles,65.0,33.0,36,11,48,2021
2021-12-01,11.6,16.0,7.1,0.0,5.6,12.8,8.5,42.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Jueves,52.0,32.0,35,12,48,2021
2021-12-02,11.8,16.1,7.5,0.0,6.4,11.7,8.5,36.0,Frío,Humedad normal,Sin lluvia,Soleado,Brisa,"Frío, Humedad normal, Brisa, Soleado.",Viernes,66.0,45.0,36,12,48,2021
2021-12-03,9.9,14.4,5.4,0.0,3.3,12.5,5.1,46.0,Frío,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Frío, Húmedo, Brisa, Parcialmente soleado.",Sábado,116.0,68.0,80,12,48,2021
2021-12-04,9.2,15.8,2.5,0.0,5.0,9.7,7.5,67.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Domingo,144.0,63.0,52,12,49,2021
2021-12-05,11.1,16.7,5.5,0.0,4.2,8.9,7.4,72.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Lunes,128.0,77.0,39,12,49,2021
2021-12-06,11.7,17.0,6.4,0.0,2.5,10.3,6.9,74.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Martes,119.0,62.0,62,12,49,2021
2021-12-07,11.4,17.0,5.9,0.0,,7.2,8.5,76.0,Frío,Húmedo,Sin lluvia,Soleado,0,"Frío, Húmedo, 0, Soleado.",Miércoles,125.0,44.0,37,12,49,2021
2021-12-08,12.6,20.5,4.7,0.0,3.9,12.8,8.0,59.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Jueves,61.0,37.0,35,12,49,2021
2021-12-09,17.3,20.0,14.6,0.0,8.6,18.1,6.4,64.0,Agradable,Húmedo,Sin lluvia,Soleado,Brisa,"Agradable, Húmedo, Brisa, Soleado.",Viernes,53.0,20.0,40,12,49,2021
2021-12-10,17.6,20.9,14.4,0.9,3.9,12.8,5.1,66.0,Agradable,Húmedo,Llovizna / Chubascos,Con chubascos,Brisa,"Agradable, Húmedo, Brisa, Con chubascos.",Sábado,104.0,99.0,61,12,49,2021
2021-12-11,13.0,18.1,7.9,11.4,5.6,22.2,1.1,77.0,Frío,Húmedo,Lluvia torrencial,Temporal / Tormenta,Brisa,"Frío, Húmedo, Brisa, Temporal / Tormenta.",Domingo,131.0,52.0,29,12,50,2021
2021-12-12,12.0,16.6,7.5,0.0,5.8,14.4,8.5,55.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Lunes,85.0,37.0,26,12,50,2021
2021-12-13,10.4,17.3,3.6,0.0,2.5,8.9,8.4,66.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Martes,63.0,21.0,42,12,50,2021
2021-12-14,12.4,17.5,7.4,0.0,7.5,15.3,4.8,54.0,Frío,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Frío, Húmedo, Brisa, Parcialmente soleado.",Miércoles,83.0,15.0,47,12,50,2021
2021-12-15,17.6,21.7,13.6,0.0,2.8,12.8,5.8,66.0,Agradable,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Agradable, Húmedo, Brisa, Parcialmente soleado.",Jueves,52.0,43.0,32,12,50,2021
2021-12-16,13.0,17.4,8.7,0.0,3.9,13.3,5.6,67.0,Frío,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Frío, Húmedo, Brisa, Parcialmente soleado.",Viernes,57.0,36.0,24,12,50,2021
2021-12-17,11.2,16.8,5.6,0.0,1.9,9.2,8.4,58.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Sábado,87.0,34.0,22,12,50,2021
2021-12-18,10.5,16.2,4.8,0.0,2.8,14.4,7.7,68.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Domingo,100.0,40.0,30,12,51,2021
2021-12-19,13.4,18.6,8.1,0.0,3.9,15.0,6.9,59.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Lunes,52.0,15.0,34,12,51,2021
2021-12-20,11.0,16.7,5.2,0.0,3.6,9.2,7.1,69.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Martes,62.0,29.0,27,12,51,2021
2021-12-21,11.2,17.7,4.7,0.0,2.2,7.2,8.4,68.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Miércoles,55.0,23.0,46,12,51,2021
2021-12-22,12.0,19.8,4.2,0.0,4.4,11.7,8.4,59.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Jueves,75.0,27.0,30,12,51,2021
2021-12-23,12.2,16.9,7.4,0.0,3.6,11.7,4.3,77.0,Frío,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Frío, Húmedo, Brisa, Parcialmente soleado.",Viernes,80.0,30.0,22,12,51,2021
2021-12-24,14.3,18.2,10.4,0.0,2.5,9.7,6.2,77.0,Frío,Húmedo,Sin lluvia,Soleado,Brisa,"Frío, Húmedo, Brisa, Soleado.",Sábado,67.0,13.0,31,12,51,2021
2021-12-25,11.8,16.4,7.3,0.0,2.5,6.1,3.0,84.0,Frío,Húmedo,Sin lluvia,Parcialmente soleado,Brisa,"Frío, Húmedo, Brisa, Parcialmente soleado.",Domingo,131.0,107.0,59,12,52,2021
2021-12-26,13.4,17.3,9.4,0.2,2.5,12.8,1.8,71.0,Frío,Húmedo,Llovizna / Chubascos,Con chubascos,Brisa,"Frío, Húmedo, Brisa, Con chubascos.",Lunes,50.0,20.0,72,12,52,2021
