ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025	ABC de Ventas     Del 01/05/2025 al 31/05/2025
Código	Descripción	Unidades	Importe Total	Importe Total  I.I.	% Venta	% Acumu.	Fecha Ult.Vta.	Beneficio B.I.	% Ben.
001212	TÉ MORUNO	"13,00"	"34,86"	"38,35"	"0,30"	"87,64"	31/05/2025	"34,86"	"100,00"
001249	VIENES	"8,00"	"17,73"	"19,50"	"0,15"	"87,79"	24/05/2025	"17,73"	"100,00"
001250	BOMBON	"24,00"	"54,55"	"60,00"	"0,47"	"88,27"	31/05/2025	"54,55"	"100,00"
001252	CAPPUCCION VIENESSE	"18,00"	"45,00"	"49,50"	"0,39"	"88,66"	21/05/2025	"45,00"	"100,00"
001254	DIABLO VIENESSE	"6,00"	"15,91"	"17,50"	"0,14"	"88,79"	28/05/2025	"15,91"	"100,00"
001265	DESCAF. SOBRE	"49,00"	"96,36"	"106,00"	"0,84"	"89,63"	31/05/2025	"96,36"	"100,00"
001291	TE AMERICANO	"5,00"	"13,41"	"14,75"	"0,12"	"89,75"	25/05/2025	"13,41"	"100,00"
001467	BOWL LECHE	"17,00"	"24,73"	"27,20"	"0,21"	"89,96"	31/05/2025	"24,73"	"100,00"
001555	descafeinado	"2,00"	"0,00"	"0,00"	"0,00"	"89,96"	22/05/2025	"0,00"	"0,00"
001556	hielo	"75,00"	"13,64"	"15,00"	"0,12"	"90,08"	31/05/2025	"13,64"	"100,00"
001622	l.almendras	"7,00"	"0,64"	"0,70"	"0,01"	"90,09"	19/05/2025	"0,64"	"100,00"
001624	l.sin lactosa	"1,00"	"0,00"	"0,00"	"0,00"	"90,09"	08/05/2025	"0,00"	"0,00"
001642	RISTRETTO	"20,00"	"34,18"	"37,60"	"0,30"	"90,38"	28/05/2025	"34,18"	"100,00"
001687	BOMBON DOBLE	"14,00"	"35,64"	"39,20"	"0,31"	"90,69"	28/05/2025	"35,64"	"100,00"
001764	BOWL AVENA	"4,00"	"6,55"	"7,20"	"0,06"	"90,75"	25/05/2025	"6,55"	"100,00"
001765	L. avena	"178,00"	"16,00"	"17,60"	"0,14"	"90,89"	31/05/2025	"16,00"	"100,00"
001794	ESPRESO DOBLE	"171,00"	"360,45"	"396,50"	"3,13"	"94,02"	31/05/2025	"360,45"	"100,00"
001831	Extra Alcohol	"7,00"	"5,41"	"5,95"	"0,05"	"94,07"	31/05/2025	"5,41"	"100,00"
001835	LECHE Y LECHE	"15,00"	"36,09"	"39,70"	"0,31"	"94,38"	31/05/2025	"36,09"	"100,00"
001836	CORTADO DOBLE	"139,00"	"307,09"	"337,80"	"2,67"	"97,05"	31/05/2025	"307,09"	"100,00"
001864	"CAFE, HIELO Y LECHE"	"147,00"	"339,45"	"373,40"	"2,95"	"100,00"	31/05/2025	"339,45"	"100,00"
	DESAYUNOS								
000695	Miel	"2,00"	"0,00"	"0,00"	"0,00"	"0,00"	26/05/2025	"0,00"	"0,00"
001462	CHOCAPIC	"5,00"	"7,27"	"8,00"	"0,07"	"0,07"	29/05/2025	"7,27"	"100,00"
001463	BOWL YOGURT	"142,00"	"250,91"	"276,00"	"2,48"	"2,55"	31/05/2025	"250,91"	"100,00"
001465	BOWL SIN LACTOSA	"2,00"	"3,27"	"3,60"	"0,03"	"2,58"	17/05/2025	"3,27"	"100,00"
001468	FLAKES	"14,00"	"20,36"	"22,40"	"0,20"	"2,78"	30/05/2025	"20,36"	"100,00"
001472	PIPAS	"17,00"	"5,45"	"6,00"	"0,05"	"2,84"	31/05/2025	"5,45"	"100,00"
001479	MIX DE FRUTAS	"87,00"	"38,64"	"42,50"	"0,38"	"3,22"	31/05/2025	"38,64"	"100,00"
001486	CROISSANT	"275,00"	"534,00"	"587,40"	"5,28"	"8,50"	31/05/2025	"534,00"	"100,00"
001487	RUSTICO	"695,00"	"940,91"	"1.035,00"	"9,30"	"17,79"	31/05/2025	"940,91"	"100,00"
001488	MULTICEREAL	"801,00"	"1.153,45"	"1.268,80"	"11,40"	"29,19"	31/05/2025	"1.153,45"	"100,00"
001489	MOLLETE	"376,00"	"511,36"	"562,50"	"5,05"	"34,24"	31/05/2025	"511,36"	"100,00"
001490	SIN GLUTEN	"42,00"	"76,36"	"84,00"	"0,75"	"35,00"	31/05/2025	"76,36"	"100,00"
001491	MOLDE GRUESO	"91,00"	"148,91"	"163,80"	"1,47"	"36,47"	31/05/2025	"148,91"	"100,00"
001493	ATÚN	"118,00"	"106,36"	"117,00"	"1,05"	"37,52"	31/05/2025	"106,36"	"100,00"
001494	YORK	"93,00"	"56,64"	"62,30"	"0,56"	"38,08"	31/05/2025	"56,64"	"100,00"
001495	JAMÓN IBÉRICO	"335,00"	"759,09"	"835,00"	"7,50"	"45,58"	31/05/2025	"759,09"	"100,00"
001496	BACÓN	"73,00"	"51,64"	"56,80"	"0,51"	"46,09"	31/05/2025	"51,64"	"100,00"
001497	GOUDA	"150,00"	"105,45"	"116,00"	"1,04"	"47,13"	31/05/2025	"105,45"	"100,00"
001498	LOMO AL HORNO	"38,00"	"38,00"	"41,80"	"0,38"	"47,51"	30/05/2025	"38,00"	"100,00"
001499	HUEVO PLANCHA 1H	"201,00"	"180,00"	"198,00"	"1,78"	"49,29"	31/05/2025	"180,00"	"100,00"
001500	YORK + QUESO	"293,00"	"316,36"	"348,00"	"3,13"	"52,41"	31/05/2025	"316,36"	"100,00"
001501	LECHUGA	"125,00"	"11,27"	"12,40"	"0,11"	"52,52"	31/05/2025	"11,27"	"100,00"
001502	CEBOLLA	"58,00"	"10,55"	"11,60"	"0,10"	"52,63"	31/05/2025	"10,55"	"100,00"
001503	TOMATE	"312,00"	"84,82"	"93,30"	"0,84"	"53,47"	31/05/2025	"84,82"	"100,00"
001504	AGUACATE	"555,00"	"447,55"	"492,30"	"4,42"	"57,89"	31/05/2025	"447,55"	"100,00"
001505	ACEITE	"1.162,00"	"525,91"	"578,50"	"5,20"	"63,08"	31/05/2025	"525,91"	"100,00"
001507	EMULSION TOMATE	"874,00"	"395,45"	"435,00"	"3,91"	"66,99"	31/05/2025	"395,45"	"100,00"
001508	MANTEQUILLA	"445,00"	"196,36"	"216,00"	"1,94"	"68,93"	31/05/2025	"196,36"	"100,00"
001510	MIEL	"93,00"	"49,64"	"54,60"	"0,49"	"69,42"	31/05/2025	"49,64"	"100,00"
001512	CHERRY	"12,00"	"3,27"	"3,60"	"0,03"	"69,46"	31/05/2025	"3,27"	"100,00"
001516	HUEVO PLANCHA 2H	"60,00"	"136,36"	"150,00"	"1,35"	"70,80"	31/05/2025	"136,36"	"100,00"
001517	REVUELTO 2H	"116,00"	"247,73"	"272,50"	"2,45"	"73,25"	31/05/2025	"247,73"	"100,00"
001518	TORTILLA  2H	"139,00"	"306,82"	"337,50"	"3,03"	"76,28"	31/05/2025	"306,82"	"100,00"
001528	QUESO FRESCO	"118,00"	"96,55"	"106,20"	"0,95"	"77,24"	31/05/2025	"96,55"	"100,00"
001590	UNIVERSAL	"216,00"	"785,45"	"864,00"	"7,76"	"85,00"	31/05/2025	"785,45"	"100,00"
001636	COUNTRY STORE	"54,00"	"74,18"	"81,60"	"0,73"	"85,73"	31/05/2025	"74,18"	"100,00"
001650	RUCULA	"17,00"	"6,18"	"6,80"	"0,06"	"85,79"	31/05/2025	"6,18"	"100,00"
001715	PAVO	"124,00"	"101,45"	"111,60"	"1,00"	"86,79"	31/05/2025	"101,45"	"100,00"
001739	BACON + QUESO	"133,00"	"156,00"	"171,60"	"1,54"	"88,34"	31/05/2025	"156,00"	"100,00"
001740	PAVO+QUESO	"135,00"	"158,36"	"174,20"	"1,56"	"89,90"	31/05/2025	"158,36"	"100,00"
001741	MERMELADA	"167,00"	"42,27"	"46,50"	"0,42"	"90,32"	31/05/2025	"42,27"	"100,00"
001784	TORTILLA 1H	"47,00"	"62,73"	"69,00"	"0,62"	"90,94"	31/05/2025	"62,73"	"100,00"
001785	REVUELTO 1H	"39,00"	"51,82"	"57,00"	"0,51"	"91,45"	29/05/2025	"51,82"	"100,00"
001786	Pan Rodaja	"58,00"	"28,91"	"31,80"	"0,29"	"91,74"	31/05/2025	"28,91"	"100,00"
001787	BOWL DE FRUTA	"99,00"	"423,00"	"465,30"	"4,18"	"95,91"	31/05/2025	"423,00"	"100,00"
001788	SIROPE CARAMELO	"1,00"	"0,91"	"1,00"	"0,01"	"95,92"	10/05/2025	"0,91"	"100,00"
001806	INTEGRAL	"164,00"	"178,91"	"196,80"	"1,77"	"97,69"	31/05/2025	"178,91"	"100,00"
001807	JAMÓN SERRANO	"257,00"	"233,64"	"257,00"	"2,31"	"100,00"	31/05/2025	"233,64"	"100,00"
	HAMACAS								
000211	HAMACA 	"1.163,00"	"6.728,10"	"8.141,00"	"63,95"	"63,95"	31/05/2025	"6.728,10"	"100,00"
000212	CAMA 1/2 DIA	"18,00"	"416,53"	"504,00"	"3,96"	"67,91"	31/05/2025	"416,53"	"100,00"
000213	CAMA 1 DIA	"36,00"	"1.041,32"	"1.260,00"	"9,90"	"77,81"	31/05/2025	"1.041,32"	"100,00"
001849	SOMBRILLA 	"565,00"	"2.334,71"	"2.825,00"	"22,19"	"100,00"	31/05/2025	"2.334,71"	"100,00"
	BRANDIES Y COGNACS								
000217	MAGNO	"4,00"	"23,64"	"26,00"	"55,91"	"55,91"	19/05/2025	"23,64"	"100,00"
000220	TORRES 10	"1,00"	"6,82"	"7,50"	"16,13"	"72,04"	15/05/2025	"6,82"	"100,00"
000225	TORRES 5	"2,00"	"11,82"	"13,00"	"27,96"	"100,00"	25/05/2025	"11,82"	"100,00"
000909	BOTELLA MAGNO	"0,70"	"0,00"	"0,00"	"0,00"	"100,00"	19/05/2025	"0,00"	"0,00"
000914	BOTELLA TORRES 10	"0,18"	"0,00"	"0,00"	"0,00"	"100,00"	15/05/2025	"0,00"	"0,00"
000916	BOTELLA TORRES 5	"0,35"	"0,00"	"0,00"	"0,00"	"100,00"	25/05/2025	"0,00"	"0,00"
	VINOS Y CAVAS								
000229	TINTO DE VERANO	"464,00"	"1.181,77"	"1.299,95"	"13,35"	"13,35"	31/05/2025	"1.181,77"	"100,00"
000232	JUVE Y CAMPS BOTELLA	"10,00"	"209,09"	"230,00"	"2,36"	"15,71"	31/05/2025	"209,09"	"100,00"
000242	JUVE Y CAMPS COPA	"146,00"	"524,27"	"576,70"	"5,92"	"21,63"	31/05/2025	"524,27"	"100,00"
000244	TINTO DE VERANO + NARANJA	"2,00"	"4,18"	"4,60"	"0,05"	"21,68"	14/05/2025	"4,18"	"100,00"
000707	CELESTE ROBLE BOTELLA	"5,00"	"84,09"	"92,50"	"0,95"	"22,63"	25/05/2025	"84,09"	"100,00"
000708	CELESTE ROBLE COPA	"179,00"	"569,55"	"626,50"	"6,43"	"29,06"	31/05/2025	"569,55"	"100,00"
000731	BLANCO CASA BOTELLA	"8,00"	"116,36"	"128,00"	"1,31"	"30,37"	31/05/2025	"116,36"	"100,00"
000732	BLANCO CASA COPA	"38,00"	"115,73"	"127,30"	"1,31"	"31,68"	31/05/2025	"115,73"	"100,00"
000792	SANGRIA PEQUEÑA	"183,00"	"635,50"	"699,05"	"7,18"	"38,86"	31/05/2025	"635,50"	"100,00"
000793	SANGRIA JARRA	"115,00"	"488,02"	"590,50"	"5,51"	"44,37"	31/05/2025	"488,02"	"100,00"
000892	BOTANI ESPUMOSO	"3,00"	"51,82"	"57,00"	"0,59"	"44,95"	24/05/2025	"51,82"	"100,00"
001234	VERDEO BOTELLA	"45,00"	"654,55"	"720,00"	"7,39"	"52,35"	24/05/2025	"654,55"	"100,00"
001235	VERDEO COPA	"410,00"	"1.248,64"	"1.373,50"	"14,10"	"66,45"	25/05/2025	"1.248,64"	"100,00"
001240	LA GUITA COPA	"2,00"	"5,64"	"6,20"	"0,06"	"66,51"	13/05/2025	"5,64"	"100,00"
001317	BOTELLA SEIS+SEIS	"4,00"	"80,00"	"88,00"	"0,90"	"67,41"	29/05/2025	"80,00"	"100,00"
001318	SEIS+SEIS COPA	"34,00"	"119,00"	"130,90"	"1,34"	"68,76"	31/05/2025	"119,00"	"100,00"
001394	JARRA TINTO DE VERANO	"59,00"	"221,45"	"243,60"	"2,50"	"71,26"	31/05/2025	"221,45"	"100,00"
001482	COPA ZUMBRAL	"17,00"	"58,73"	"64,60"	"0,66"	"71,92"	31/05/2025	"58,73"	"100,00"
001621	COPA BOTANI ESPUMOSO	"12,00"	"42,55"	"46,80"	"0,48"	"72,40"	28/05/2025	"42,55"	"100,00"
001742	GODELLO COPA	"44,00"	"146,00"	"160,60"	"1,65"	"74,05"	31/05/2025	"146,00"	"100,00"
001743	GODELLA BOTELLA	"2,00"	"35,45"	"39,00"	"0,40"	"74,45"	23/05/2025	"35,45"	"100,00"
001744	SAN VALENTIN COPA	"32,00"	"97,45"	"107,20"	"1,10"	"75,55"	30/05/2025	"97,45"	"100,00"
001745	SAN VALENTIN BOTELLA	"1,00"	"14,55"	"16,00"	"0,16"	"75,72"	23/05/2025	"14,55"	"100,00"
001746	CLOE COPA	"32,00"	"106,18"	"116,80"	"1,20"	"76,92"	29/05/2025	"106,18"	"100,00"
001747	CLOE BOTELLA	"10,00"	"177,27"	"195,00"	"2,00"	"78,92"	30/05/2025	"177,27"	"100,00"
001748	Nº 12 COPA	"83,00"	"264,09"	"290,50"	"2,98"	"81,90"	25/05/2025	"264,09"	"100,00"
001752	TINTO CASA COPA	"38,00"	"133,00"	"146,30"	"1,50"	"83,40"	29/05/2025	"133,00"	"100,00"
001753	TINTO CASA BOTELLA	"3,00"	"60,00"	"66,00"	"0,68"	"84,08"	26/05/2025	"60,00"	"100,00"
001754	CLOE ROSÉ COPA	"89,00"	"295,32"	"324,85"	"3,34"	"87,42"	31/05/2025	"295,32"	"100,00"
001755	CLOE ROSÉ BOTELLA	"10,00"	"177,27"	"195,00"	"2,00"	"89,42"	25/05/2025	"177,27"	"100,00"
001756	Nº12 BOTELLA	"6,00"	"106,36"	"117,00"	"1,20"	"90,62"	25/05/2025	"106,36"	"100,00"
001795	VIÑASOL ROSADO Bot.	"1,00"	"13,45"	"14,80"	"0,15"	"90,77"	05/05/2025	"13,45"	"100,00"
001796	VIÑASOL ROSADO Copa.	"28,00"	"78,91"	"86,80"	"0,89"	"91,66"	31/05/2025	"78,91"	"100,00"
001810	MALPASTOR BOTELLA	"4,00"	"60,00"	"66,00"	"0,68"	"92,34"	21/05/2025	"60,00"	"100,00"
001811	MALPASTOR COPA	"78,00"	"244,64"	"269,10"	"2,76"	"95,10"	31/05/2025	"244,64"	"100,00"
001845	LA MATEO ROSADO COPA	"2,00"	"5,73"	"6,30"	"0,06"	"95,17"	28/05/2025	"5,73"	"100,00"
001870	Dusky Sound copa	"3,00"	"9,55"	"10,50"	"0,11"	"95,27"	29/05/2025	"9,55"	"100,00"
001872	62 millas Copa	"3,00"	"9,95"	"10,95"	"0,11"	"95,39"	25/05/2025	"9,95"	"100,00"
001874	Mar de seda copa	"69,00"	"219,55"	"241,50"	"2,48"	"97,87"	31/05/2025	"219,55"	"100,00"
001875	Mar de seda Botella	"7,00"	"76,36"	"84,00"	"0,86"	"98,73"	31/05/2025	"76,36"	"100,00"
001877	Pazos Copa	"12,00"	"34,36"	"37,80"	"0,39"	"99,12"	31/05/2025	"34,36"	"100,00"
001880	3º millenium	"2,00"	"40,00"	"44,00"	"0,45"	"99,57"	30/05/2025	"40,00"	"100,00"
001881	Viernes Copa	"1,00"	"3,00"	"3,30"	"0,03"	"99,60"	28/05/2025	"3,00"	"100,00"
001882	Viernes Botella	"1,00"	"15,00"	"16,50"	"0,17"	"99,77"	31/05/2025	"15,00"	"100,00"
001892	TESELA COPA	"2,00"	"6,36"	"7,00"	"0,07"	"99,84"	28/05/2025	"6,36"	"100,00"
001896	PAZOS BOT	"1,00"	"13,82"	"15,20"	"0,16"	"100,00"	31/05/2025	"13,82"	"100,00"
	APERITIVOS Y LICORES								
000248	LICOR DE MORA SIN	"1,00"	"4,09"	"4,50"	"0,38"	"0,38"	17/05/2025	"4,09"	"100,00"
000257	ORUJO DE HIERBAS	"18,00"	"90,00"	"99,00"	"8,37"	"8,75"	31/05/2025	"90,00"	"100,00"
000258	ANIS DULCE	"1,00"	"4,55"	"5,00"	"0,42"	"9,17"	25/05/2025	"4,55"	"100,00"
000259	ANIS SECO	"2,00"	"9,09"	"10,00"	"0,84"	"10,01"	21/05/2025	"9,09"	"100,00"
000264	MARTINI ROJO	"3,00"	"15,00"	"16,50"	"1,39"	"11,41"	28/05/2025	"15,00"	"100,00"
000265	MARTINI BLANCO	"1,00"	"5,00"	"5,50"	"0,46"	"11,87"	04/05/2025	"5,00"	"100,00"
000266	AMARETTO	"7,00"	"37,73"	"41,50"	"3,51"	"15,38"	26/05/2025	"37,73"	"100,00"
000268	TIA MARÍA	"5,00"	"25,00"	"27,50"	"2,32"	"17,70"	29/05/2025	"25,00"	"100,00"
000270	BAILEYS	"51,00"	"255,00"	"280,50"	"23,70"	"41,40"	31/05/2025	"255,00"	"100,00"
000272	MALIBU	"1,00"	"5,00"	"5,50"	"0,46"	"41,87"	23/05/2025	"5,00"	"100,00"
000275	COINTREAU	"1,00"	"5,00"	"5,50"	"0,46"	"42,33"	26/05/2025	"5,00"	"100,00"
000277	JAGERMEISTER	"2,00"	"10,00"	"11,00"	"0,93"	"43,26"	02/05/2025	"10,00"	"100,00"
000280	CAMPARI	"7,00"	"35,00"	"38,50"	"3,25"	"46,52"	31/05/2025	"35,00"	"100,00"
000283	TEQUILA JOSE CUERVO	"10,00"	"63,64"	"70,00"	"5,92"	"52,43"	24/05/2025	"63,64"	"100,00"
000290	RIVES LIMA	"1,00"	"4,09"	"4,50"	"0,38"	"52,81"	13/05/2025	"4,09"	"100,00"
000299	ORUJO CREMA	"5,00"	"25,00"	"27,50"	"2,32"	"55,14"	31/05/2025	"25,00"	"100,00"
000765	VERMOUTH DE LA CASA	"5,00"	"25,00"	"27,50"	"2,32"	"57,46"	30/05/2025	"25,00"	"100,00"
000851	Pacharan Otaola	"33,00"	"150,00"	"181,50"	"13,94"	"71,40"	31/05/2025	"150,00"	"100,00"
001091	BOTELLA AMARETO	"0,88"	"0,00"	"0,00"	"0,00"	"71,40"	26/05/2025	"0,00"	"0,00"
001097	BOTELLA BAILEYS	"5,88"	"0,00"	"0,00"	"0,00"	"71,40"	31/05/2025	"0,00"	"0,00"
001103	BOTELLA CAMPARI	"0,88"	"0,00"	"0,00"	"0,00"	"71,40"	31/05/2025	"0,00"	"0,00"
001106	BOTELLA COINTREAU	"0,13"	"0,00"	"0,00"	"0,00"	"71,40"	26/05/2025	"0,00"	"0,00"
001112	BOTELLA JAGERMEISTER	"0,25"	"0,00"	"0,00"	"0,00"	"71,40"	02/05/2025	"0,00"	"0,00"
001124	BOTELLA MALIBU	"0,13"	"0,00"	"0,00"	"0,00"	"71,40"	23/05/2025	"0,00"	"0,00"
001127	BOTELLA MARTINI BLANCO	"0,13"	"0,00"	"0,00"	"0,00"	"71,40"	04/05/2025	"0,00"	"0,00"
001129	BOTELLA MARTINI ROJO	"0,38"	"0,00"	"0,00"	"0,00"	"71,40"	28/05/2025	"0,00"	"0,00"
001152	BOTELLA RIVES LIMA	"0,13"	"0,00"	"0,00"	"0,00"	"71,40"	13/05/2025	"0,00"	"0,00"
001162	BOTELLA TEQUILA JOSE CUERVO	"1,25"	"0,00"	"0,00"	"0,00"	"71,40"	24/05/2025	"0,00"	"0,00"
001164	BOTELLA TIA MARIA	"0,63"	"0,00"	"0,00"	"0,00"	"71,40"	29/05/2025	"0,00"	"0,00"
001759	LIMONCELLO	"8,00"	"40,00"	"44,00"	"3,72"	"75,12"	28/05/2025	"40,00"	"100,00"
001848	VERMOUTH GUERRA	"51,00"	"267,68"	"294,45"	"24,88"	"100,00"	28/05/2025	"267,68"	"100,00"
	WHISKIES								
000302	WHITE LABEL	"2,00"	"13,18"	"14,50"	"1,76"	"1,76"	17/05/2025	"13,18"	"100,00"
000304	CUTTY SARK	"7,00"	"46,82"	"51,50"	"6,25"	"8,01"	26/05/2025	"46,82"	"100,00"
000306	DYC 8	"2,00"	"13,18"	"14,50"	"1,76"	"9,77"	13/05/2025	"13,18"	"100,00"
000308	JAMESON	"10,00"	"67,73"	"74,50"	"9,04"	"18,81"	24/05/2025	"67,73"	"100,00"
000317	CARDHU	"1,00"	"9,95"	"10,95"	"1,33"	"20,14"	28/05/2025	"9,95"	"100,00"
000318	JOHNNY WALKER BLACK	"17,00"	"153,77"	"169,15"	"20,52"	"40,66"	25/05/2025	"153,77"	"100,00"
000319	J&B	"7,00"	"46,82"	"51,50"	"6,25"	"46,91"	27/05/2025	"46,82"	"100,00"
000322	JOHNNY WALKER RED	"18,00"	"122,73"	"135,00"	"16,38"	"63,29"	31/05/2025	"122,73"	"100,00"
000324	JACK DANIELS	"10,00"	"72,27"	"79,50"	"9,65"	"72,94"	27/05/2025	"72,27"	"100,00"
000325	FOUR ROSES	"4,00"	"27,73"	"30,50"	"3,70"	"76,64"	18/05/2025	"27,73"	"100,00"
000328	SOUTHERN COMFORT	"1,00"	"5,91"	"6,50"	"0,79"	"77,43"	01/05/2025	"5,91"	"100,00"
001604	MACALLAN 12	"3,00"	"40,91"	"45,00"	"5,46"	"82,89"	14/05/2025	"40,91"	"100,00"
001684	BALLANTINES	"17,00"	"114,55"	"126,00"	"15,29"	"98,18"	31/05/2025	"114,55"	"100,00"
001821	HIBIKI	"1,00"	"13,64"	"15,00"	"1,82"	"100,00"	14/05/2025	"13,64"	"100,00"
	VODKAS								
000362	ERISTOFF	"1,00"	"6,82"	"7,50"	"3,44"	"3,44"	15/05/2025	"6,82"	"100,00"
001280	GREY GOOSE	"7,00"	"64,82"	"71,30"	"32,74"	"36,18"	18/05/2025	"64,82"	"100,00"
001685	ABSOLUT	"19,00"	"126,36"	"139,00"	"63,82"	"100,00"	31/05/2025	"126,36"	"100,00"
	"COCKTAILS, ZUMOS Y BATIDOS"								
000006	ZUMO NARANJA NAT. (Desay.)	"516,00"	"1.365,05"	"1.501,55"	"12,36"	"12,36"	31/05/2025	"1.365,05"	"100,00"
000378	CARIBEÑO	"56,00"	"264,00"	"290,40"	"2,39"	"14,75"	31/05/2025	"264,00"	"100,00"
000379	LA CHANCLA	"35,00"	"175,23"	"192,75"	"1,59"	"16,34"	31/05/2025	"175,23"	"100,00"
000380	ANTIOXIDANTE	"111,00"	"555,00"	"610,50"	"5,03"	"21,36"	31/05/2025	"555,00"	"100,00"
000381	MOJITO	"182,00"	"1.372,86"	"1.510,15"	"12,43"	"33,79"	31/05/2025	"1.372,86"	"100,00"
000382	DAIKIRI ORIGINAL	"6,00"	"45,86"	"50,45"	"0,42"	"34,21"	29/05/2025	"45,86"	"100,00"
000383	CAIPIRIÑA	"26,00"	"196,91"	"216,60"	"1,78"	"35,99"	30/05/2025	"196,91"	"100,00"
000384	PIÑA COLADA	"106,00"	"831,55"	"914,70"	"7,53"	"43,52"	31/05/2025	"831,55"	"100,00"
000385	SAN FRANCISCO	"24,00"	"125,73"	"138,30"	"1,14"	"44,66"	31/05/2025	"125,73"	"100,00"
000386	LIMÓN Y ALGO	"35,00"	"168,00"	"184,80"	"1,52"	"46,18"	31/05/2025	"168,00"	"100,00"
000391	AVIATION	"7,00"	"50,59"	"55,65"	"0,46"	"46,64"	06/05/2025	"50,59"	"100,00"
000392	BLODY MARY	"27,00"	"195,14"	"214,65"	"1,77"	"48,41"	31/05/2025	"195,14"	"100,00"
000393	APEROL SPRITZ	"242,00"	"1.430,00"	"1.573,00"	"12,95"	"61,35"	31/05/2025	"1.430,00"	"100,00"
000394	MARGARITA	"70,00"	"527,41"	"580,15"	"4,78"	"66,13"	31/05/2025	"527,41"	"100,00"
000395	DAIKIRI DE FRESA	"39,00"	"296,36"	"326,00"	"2,68"	"68,81"	31/05/2025	"296,36"	"100,00"
000396	MORENITO	"32,00"	"152,00"	"167,20"	"1,38"	"70,19"	31/05/2025	"152,00"	"100,00"
000397	MOJITO SIN	"35,00"	"182,77"	"201,05"	"1,65"	"71,84"	31/05/2025	"182,77"	"100,00"
000398	COCKTAIL DE CAVA	"4,00"	"36,18"	"39,80"	"0,33"	"72,17"	31/05/2025	"36,18"	"100,00"
000399	FLY ME TO THE MOON	"12,00"	"91,73"	"100,90"	"0,83"	"73,00"	31/05/2025	"91,73"	"100,00"
000400	TOM COLLINS	"10,00"	"72,27"	"79,50"	"0,65"	"73,66"	08/05/2025	"72,27"	"100,00"
000401	VITAMINICO	"31,00"	"152,00"	"167,20"	"1,38"	"75,03"	31/05/2025	"152,00"	"100,00"
000715	MOJITO FRESA SIN	"20,00"	"106,55"	"117,20"	"0,96"	"76,00"	31/05/2025	"106,55"	"100,00"
000740	MOJITO FRESA	"48,00"	"361,41"	"397,55"	"3,27"	"79,27"	31/05/2025	"361,41"	"100,00"
000741	DAIKIRI FRESA SIN	"9,00"	"47,45"	"52,20"	"0,43"	"79,70"	31/05/2025	"47,45"	"100,00"
000742	VIRGIN MARY	"5,00"	"25,00"	"27,50"	"0,23"	"79,93"	31/05/2025	"25,00"	"100,00"
000776	ZUMO NARANJA NATURAL GRANDE	"186,00"	"692,45"	"761,70"	"6,27"	"86,20"	31/05/2025	"692,45"	"100,00"
000777	TRES EN UNO	"1,00"	"5,00"	"5,50"	"0,05"	"86,24"	06/05/2025	"5,00"	"100,00"
000778	PUESTA DE SOL	"61,00"	"288,00"	"316,80"	"2,61"	"88,85"	31/05/2025	"288,00"	"100,00"
000783	DETOX	"28,00"	"155,45"	"171,00"	"1,41"	"90,26"	29/05/2025	"155,45"	"100,00"
000785	CAIPIRIÑA DE FRESA	"5,00"	"36,64"	"40,30"	"0,33"	"90,59"	18/05/2025	"36,64"	"100,00"
000807	LIMONADA 100%	"63,00"	"234,18"	"257,60"	"2,12"	"92,71"	31/05/2025	"234,18"	"100,00"
001177	ZUMO DE TEMPORADA	"21,00"	"89,50"	"98,45"	"0,81"	"93,52"	30/05/2025	"89,50"	"100,00"
001178	BATIDO DE CHOCOLATE	"21,00"	"108,27"	"119,10"	"0,98"	"94,50"	29/05/2025	"108,27"	"100,00"
001269	BATIDO DE VAINILLA	"9,00"	"46,36"	"51,00"	"0,42"	"94,92"	30/05/2025	"46,36"	"100,00"
001270	BATIDO DE FRESA	"17,00"	"88,55"	"97,40"	"0,80"	"95,72"	30/05/2025	"88,55"	"100,00"
001271	BATIDO DE TURRON	"6,00"	"31,09"	"34,20"	"0,28"	"96,00"	30/05/2025	"31,09"	"100,00"
001272	BATIDO VAINILLA ESPECIAL	"1,00"	"5,00"	"5,50"	"0,05"	"96,05"	18/05/2025	"5,00"	"100,00"
001273	ESPRESSO MARTINI	"21,00"	"132,68"	"145,95"	"1,20"	"97,25"	31/05/2025	"132,68"	"100,00"
001274	WHITE RUSSIAN	"6,00"	"37,91"	"41,70"	"0,34"	"97,59"	19/05/2025	"37,91"	"100,00"
001277	AFRODISIACO	"3,00"	"18,14"	"19,95"	"0,16"	"97,76"	17/05/2025	"18,14"	"100,00"
001286	nata	"2,00"	"0,91"	"1,00"	"0,01"	"97,77"	29/05/2025	"0,91"	"100,00"
001830	PIÑA COLADA SIN	"44,00"	"233,09"	"256,40"	"2,11"	"99,88"	31/05/2025	"233,09"	"100,00"
