ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025	ABC de Ventas     Del 01/06/2025 al 30/06/2025
Código	Descripción	Unidades	Importe Total	Importe Total  I.I.	% Venta	% Acumu.	Fecha Ult.Vta.	Beneficio B.I.	% Ben.
000539	DELUXE	"1,00"	"4,50"	"4,95"	"0,04"	"83,23"	13/06/2025	"4,50"	"100,00"
000671	leche sin lactosa	"120,00"	"0,00"	"0,00"	"0,00"	"83,23"	30/06/2025	"0,00"	"0,00"
000782	descafeinado	"285,00"	"0,00"	"0,00"	"0,00"	"83,23"	30/06/2025	"0,00"	"0,00"
001212	TÉ MORUNO	"12,00"	"29,50"	"32,45"	"0,29"	"83,52"	28/06/2025	"29,50"	"100,00"
001249	VIENES	"2,00"	"4,55"	"5,00"	"0,04"	"83,56"	21/06/2025	"4,55"	"100,00"
001250	BOMBON	"23,00"	"52,27"	"57,50"	"0,52"	"84,08"	29/06/2025	"52,27"	"100,00"
001252	CAPPUCCION VIENESSE	"7,00"	"17,82"	"19,60"	"0,18"	"84,25"	30/06/2025	"17,82"	"100,00"
001254	DIABLO VIENESSE	"3,00"	"7,64"	"8,40"	"0,08"	"84,33"	13/06/2025	"7,64"	"100,00"
001255	CAPPUCCINO INFANTIL	"8,00"	"25,45"	"28,00"	"0,25"	"84,58"	21/06/2025	"25,45"	"100,00"
001265	DESCAF. SOBRE	"52,00"	"104,00"	"114,40"	"1,03"	"85,61"	30/06/2025	"104,00"	"100,00"
001291	TE AMERICANO	"5,00"	"13,41"	"14,75"	"0,13"	"85,74"	28/06/2025	"13,41"	"100,00"
001467	BOWL LECHE	"20,00"	"29,36"	"32,30"	"0,29"	"86,03"	29/06/2025	"29,36"	"100,00"
001555	descafeinado	"31,00"	"0,00"	"0,00"	"0,00"	"86,03"	30/06/2025	"0,00"	"0,00"
001556	hielo	"109,00"	"19,82"	"21,80"	"0,20"	"86,23"	30/06/2025	"19,82"	"100,00"
001622	l.almendras	"2,00"	"0,18"	"0,20"	"0,00"	"86,23"	21/06/2025	"0,18"	"100,00"
001624	l.sin lactosa	"1,00"	"0,00"	"0,00"	"0,00"	"86,23"	15/06/2025	"0,00"	"0,00"
001642	RISTRETTO	"24,00"	"43,64"	"48,00"	"0,43"	"86,66"	27/06/2025	"43,64"	"100,00"
001687	BOMBON DOBLE	"9,00"	"23,73"	"26,10"	"0,23"	"86,89"	29/06/2025	"23,73"	"100,00"
001764	BOWL AVENA	"2,00"	"3,27"	"3,60"	"0,03"	"86,92"	25/06/2025	"3,27"	"100,00"
001765	L. avena	"143,00"	"13,00"	"14,30"	"0,13"	"87,05"	30/06/2025	"13,00"	"100,00"
001794	ESPRESO DOBLE	"133,00"	"302,27"	"332,50"	"2,98"	"90,04"	30/06/2025	"302,27"	"100,00"
001831	Extra Alcohol	"13,00"	"10,05"	"11,05"	"0,10"	"90,14"	24/06/2025	"10,05"	"100,00"
001835	LECHE Y LECHE	"16,00"	"39,27"	"43,20"	"0,39"	"90,52"	30/06/2025	"39,27"	"100,00"
001836	CORTADO DOBLE	"122,00"	"286,00"	"314,60"	"2,82"	"93,35"	30/06/2025	"286,00"	"100,00"
001864	"CAFE, HIELO Y LECHE"	"285,00"	"673,64"	"741,00"	"6,65"	"100,00"	30/06/2025	"673,64"	"100,00"
001925	Sale	"94,00"	"0,00"	"0,00"	"0,00"	"100,00"	30/06/2025	"0,00"	"0,00"
001930	Nube	"41,00"	"0,00"	"0,00"	"0,00"	"100,00"	30/06/2025	"0,00"	"0,00"
001931	Sombra	"42,00"	"0,00"	"0,00"	"0,00"	"100,00"	30/06/2025	"0,00"	"0,00"
001932	Mitad	"328,00"	"0,00"	"0,00"	"0,00"	"100,00"	30/06/2025	"0,00"	"0,00"
001933	Largo	"17,00"	"0,00"	"0,00"	"0,00"	"100,00"	29/06/2025	"0,00"	"0,00"
001934	DOBLE	"6,00"	"0,00"	"0,00"	"0,00"	"100,00"	29/06/2025	"0,00"	"0,00"
001935	AMERICANO	"9,00"	"0,00"	"0,00"	"0,00"	"100,00"	30/06/2025	"0,00"	"0,00"
	DESAYUNOS								
000695	Miel	"4,00"	"0,00"	"0,00"	"0,00"	"0,00"	13/06/2025	"0,00"	"0,00"
001225	cortado	"8,00"	"0,00"	"0,00"	"0,00"	"0,00"	30/06/2025	"0,00"	"0,00"
001462	CHOCAPIC	"12,00"	"17,45"	"19,20"	"0,19"	"0,19"	27/06/2025	"17,45"	"100,00"
001463	BOWL YOGURT	"97,00"	"174,55"	"192,00"	"1,95"	"2,14"	30/06/2025	"174,55"	"100,00"
001464	BOWL SOJA	"1,00"	"1,64"	"1,80"	"0,02"	"2,16"	26/06/2025	"1,64"	"100,00"
001465	BOWL SIN LACTOSA	"1,00"	"1,64"	"1,80"	"0,02"	"2,18"	10/06/2025	"1,64"	"100,00"
001468	FLAKES	"13,00"	"18,91"	"20,80"	"0,21"	"2,39"	29/06/2025	"18,91"	"100,00"
001472	PIPAS	"10,00"	"3,27"	"3,60"	"0,04"	"2,43"	22/06/2025	"3,27"	"100,00"
001479	MIX DE FRUTAS	"50,00"	"22,27"	"24,50"	"0,25"	"2,67"	29/06/2025	"22,27"	"100,00"
001486	CROISSANT	"235,00"	"460,00"	"506,00"	"5,13"	"7,81"	30/06/2025	"460,00"	"100,00"
001487	RUSTICO	"646,00"	"880,91"	"969,00"	"9,83"	"17,63"	30/06/2025	"880,91"	"100,00"
001488	MULTICEREAL	"788,00"	"1.134,55"	"1.248,00"	"12,66"	"30,29"	30/06/2025	"1.134,55"	"100,00"
001489	MOLLETE	"353,00"	"477,27"	"525,00"	"5,32"	"35,62"	30/06/2025	"477,27"	"100,00"
001490	SIN GLUTEN	"65,00"	"118,18"	"130,00"	"1,32"	"36,94"	30/06/2025	"118,18"	"100,00"
001491	MOLDE GRUESO	"47,00"	"76,91"	"84,60"	"0,86"	"37,79"	30/06/2025	"76,91"	"100,00"
001493	ATÚN	"97,00"	"86,36"	"95,00"	"0,96"	"38,76"	30/06/2025	"86,36"	"100,00"
001494	YORK	"65,00"	"41,36"	"45,50"	"0,46"	"39,22"	30/06/2025	"41,36"	"100,00"
001495	JAMÓN IBÉRICO	"274,00"	"618,18"	"680,00"	"6,90"	"46,12"	30/06/2025	"618,18"	"100,00"
001496	BACÓN	"77,00"	"56,00"	"61,60"	"0,62"	"46,74"	30/06/2025	"56,00"	"100,00"
001497	GOUDA	"147,00"	"105,45"	"116,00"	"1,18"	"47,92"	30/06/2025	"105,45"	"100,00"
001498	LOMO AL HORNO	"52,00"	"51,00"	"56,10"	"0,57"	"48,49"	29/06/2025	"51,00"	"100,00"
001499	HUEVO PLANCHA 1H	"213,00"	"190,91"	"210,00"	"2,13"	"50,62"	30/06/2025	"190,91"	"100,00"
001500	YORK + QUESO	"226,00"	"246,55"	"271,20"	"2,75"	"53,37"	30/06/2025	"246,55"	"100,00"
001501	LECHUGA	"99,00"	"8,64"	"9,50"	"0,10"	"53,46"	30/06/2025	"8,64"	"100,00"
001502	CEBOLLA	"40,00"	"7,09"	"7,80"	"0,08"	"53,54"	29/06/2025	"7,09"	"100,00"
001503	TOMATE	"313,00"	"84,27"	"92,70"	"0,94"	"54,48"	30/06/2025	"84,27"	"100,00"
001504	AGUACATE	"482,00"	"389,45"	"428,40"	"4,34"	"58,83"	30/06/2025	"389,45"	"100,00"
001505	ACEITE	"1.130,00"	"512,73"	"564,00"	"5,72"	"64,55"	30/06/2025	"512,73"	"100,00"
001507	EMULSION TOMATE	"844,00"	"381,82"	"420,00"	"4,26"	"68,81"	30/06/2025	"381,82"	"100,00"
001508	MANTEQUILLA	"403,00"	"180,45"	"198,50"	"2,01"	"70,82"	30/06/2025	"180,45"	"100,00"
001510	MIEL	"40,00"	"21,27"	"23,40"	"0,24"	"71,06"	30/06/2025	"21,27"	"100,00"
001512	CHERRY	"7,00"	"1,91"	"2,10"	"0,02"	"71,08"	28/06/2025	"1,91"	"100,00"
001516	HUEVO PLANCHA 2H	"39,00"	"88,64"	"97,50"	"0,99"	"72,07"	30/06/2025	"88,64"	"100,00"
001517	REVUELTO 2H	"87,00"	"197,73"	"217,50"	"2,21"	"74,27"	30/06/2025	"197,73"	"100,00"
001518	TORTILLA  2H	"119,00"	"268,18"	"295,00"	"2,99"	"77,27"	30/06/2025	"268,18"	"100,00"
001528	QUESO FRESCO	"122,00"	"98,18"	"108,00"	"1,10"	"78,36"	30/06/2025	"98,18"	"100,00"
001590	UNIVERSAL	"167,00"	"607,27"	"668,00"	"6,78"	"85,14"	30/06/2025	"607,27"	"100,00"
001636	COUNTRY STORE	"34,00"	"48,00"	"52,80"	"0,54"	"85,67"	30/06/2025	"48,00"	"100,00"
001650	RUCULA	"2,00"	"0,73"	"0,80"	"0,01"	"85,68"	30/06/2025	"0,73"	"100,00"
001715	PAVO	"137,00"	"111,27"	"122,40"	"1,24"	"86,92"	30/06/2025	"111,27"	"100,00"
001739	BACON + QUESO	"149,00"	"174,91"	"192,40"	"1,95"	"88,87"	30/06/2025	"174,91"	"100,00"
001740	PAVO+QUESO	"109,00"	"127,64"	"140,40"	"1,42"	"90,30"	30/06/2025	"127,64"	"100,00"
001741	MERMELADA	"170,00"	"45,55"	"50,10"	"0,51"	"90,81"	30/06/2025	"45,55"	"100,00"
001784	TORTILLA 1H	"58,00"	"79,09"	"87,00"	"0,88"	"91,69"	30/06/2025	"79,09"	"100,00"
001785	REVUELTO 1H	"21,00"	"28,64"	"31,50"	"0,32"	"92,01"	30/06/2025	"28,64"	"100,00"
001786	Pan Rodaja	"46,00"	"25,09"	"27,60"	"0,28"	"92,29"	30/06/2025	"25,09"	"100,00"
001787	BOWL DE FRUTA	"64,00"	"283,50"	"311,85"	"3,16"	"95,45"	30/06/2025	"283,50"	"100,00"
001788	SIROPE CARAMELO	"1,00"	"0,91"	"1,00"	"0,01"	"95,46"	09/06/2025	"0,91"	"100,00"
001790	SIROPE FRESA	"1,00"	"0,91"	"1,00"	"0,01"	"95,47"	14/06/2025	"0,91"	"100,00"
001806	INTEGRAL	"165,00"	"177,82"	"195,60"	"1,98"	"97,45"	30/06/2025	"177,82"	"100,00"
001807	JAMÓN SERRANO	"253,00"	"228,18"	"251,00"	"2,55"	"100,00"	30/06/2025	"228,18"	"100,00"
001938	Fresa	"7,00"	"0,00"	"0,00"	"0,00"	"100,00"	30/06/2025	"0,00"	"0,00"
001939	Melocotón	"7,00"	"0,00"	"0,00"	"0,00"	"100,00"	30/06/2025	"0,00"	"0,00"
	HAMACAS								
000211	HAMACA 	"1.781,00"	"10.303,31"	"12.467,00"	"57,47"	"57,47"	30/06/2025	"10.303,31"	"100,00"
000212	CAMA 1/2 DIA	"49,00"	"1.133,88"	"1.372,00"	"6,32"	"63,79"	30/06/2025	"1.133,88"	"100,00"
000213	CAMA 1 DIA	"98,00"	"2.834,71"	"3.430,00"	"15,81"	"79,60"	30/06/2025	"2.834,71"	"100,00"
001849	SOMBRILLA 	"885,00"	"3.657,02"	"4.425,00"	"20,40"	"100,00"	30/06/2025	"3.657,02"	"100,00"
	BRANDIES Y COGNACS								
000220	TORRES 10	"1,00"	"6,82"	"7,50"	"27,78"	"27,78"	04/06/2025	"6,82"	"100,00"
000225	TORRES 5	"3,00"	"17,73"	"19,50"	"72,22"	"100,00"	15/06/2025	"17,73"	"100,00"
000914	BOTELLA TORRES 10	"0,18"	"0,00"	"0,00"	"0,00"	"100,00"	04/06/2025	"0,00"	"0,00"
000916	BOTELLA TORRES 5	"0,53"	"0,00"	"0,00"	"0,00"	"100,00"	15/06/2025	"0,00"	"0,00"
	VINOS Y CAVAS								
000229	TINTO DE VERANO	"570,00"	"1.528,64"	"1.681,50"	"17,09"	"17,09"	30/06/2025	"1.528,64"	"100,00"
000232	JUVE Y CAMPS BOTELLA	"21,00"	"439,09"	"483,00"	"4,91"	"22,00"	29/06/2025	"439,09"	"100,00"
000242	JUVE Y CAMPS COPA	"75,00"	"269,32"	"296,25"	"3,01"	"25,01"	30/06/2025	"269,32"	"100,00"
000244	TINTO DE VERANO + NARANJA	"3,00"	"6,27"	"6,90"	"0,07"	"25,08"	29/06/2025	"6,27"	"100,00"
000707	CELESTE ROBLE BOTELLA	"1,00"	"16,82"	"18,50"	"0,19"	"25,27"	16/06/2025	"16,82"	"100,00"
000708	CELESTE ROBLE COPA	"53,00"	"168,64"	"185,50"	"1,89"	"27,16"	21/06/2025	"168,64"	"100,00"
000731	BLANCO CASA BOTELLA	"1,00"	"14,55"	"16,00"	"0,16"	"27,32"	08/06/2025	"14,55"	"100,00"
000732	BLANCO CASA COPA	"145,00"	"441,59"	"485,75"	"4,94"	"32,26"	23/06/2025	"441,59"	"100,00"
000792	SANGRIA PEQUEÑA	"155,00"	"556,59"	"612,25"	"6,22"	"38,48"	30/06/2025	"556,59"	"100,00"
000793	SANGRIA JARRA	"156,00"	"670,41"	"811,20"	"7,50"	"45,98"	30/06/2025	"670,41"	"100,00"
000892	BOTANI ESPUMOSO	"4,00"	"69,09"	"76,00"	"0,77"	"46,75"	24/06/2025	"69,09"	"100,00"
001240	LA GUITA COPA	"12,00"	"33,82"	"37,20"	"0,38"	"47,13"	17/06/2025	"33,82"	"100,00"
001317	BOTELLA SEIS+SEIS	"3,00"	"60,00"	"66,00"	"0,67"	"47,80"	29/06/2025	"60,00"	"100,00"
001318	SEIS+SEIS COPA	"30,00"	"105,00"	"115,50"	"1,17"	"48,97"	29/06/2025	"105,00"	"100,00"
001394	JARRA TINTO DE VERANO	"96,00"	"362,73"	"399,00"	"4,06"	"53,03"	30/06/2025	"362,73"	"100,00"
001482	COPA ZUMBRAL	"3,00"	"10,36"	"11,40"	"0,12"	"53,14"	13/06/2025	"10,36"	"100,00"
001621	COPA BOTANI ESPUMOSO	"24,00"	"85,09"	"93,60"	"0,95"	"54,09"	28/06/2025	"85,09"	"100,00"
001742	GODELLO COPA	"35,00"	"116,14"	"127,75"	"1,30"	"55,39"	18/06/2025	"116,14"	"100,00"
001744	SAN VALENTIN COPA	"37,00"	"112,68"	"123,95"	"1,26"	"56,65"	25/06/2025	"112,68"	"100,00"
001745	SAN VALENTIN BOTELLA	"2,00"	"29,09"	"32,00"	"0,33"	"56,98"	19/06/2025	"29,09"	"100,00"
001746	CLOE COPA	"23,00"	"76,32"	"83,95"	"0,85"	"57,83"	30/06/2025	"76,32"	"100,00"
001747	CLOE BOTELLA	"3,00"	"53,18"	"58,50"	"0,59"	"58,43"	22/06/2025	"53,18"	"100,00"
001752	TINTO CASA COPA	"47,00"	"164,50"	"180,95"	"1,84"	"60,27"	29/06/2025	"164,50"	"100,00"
001753	TINTO CASA BOTELLA	"1,00"	"20,00"	"22,00"	"0,22"	"60,49"	10/06/2025	"20,00"	"100,00"
001754	CLOE ROSÉ COPA	"74,00"	"245,55"	"270,10"	"2,75"	"63,23"	30/06/2025	"245,55"	"100,00"
001755	CLOE ROSÉ BOTELLA	"13,00"	"230,45"	"253,50"	"2,58"	"65,81"	25/06/2025	"230,45"	"100,00"
001795	VIÑASOL ROSADO Bot.	"1,00"	"13,45"	"14,80"	"0,15"	"65,96"	22/06/2025	"13,45"	"100,00"
001796	VIÑASOL ROSADO Copa.	"17,00"	"47,91"	"52,70"	"0,54"	"66,50"	22/06/2025	"47,91"	"100,00"
001810	MALPASTOR BOTELLA	"1,00"	"15,00"	"16,50"	"0,17"	"66,67"	10/06/2025	"15,00"	"100,00"
001811	MALPASTOR COPA	"54,00"	"169,36"	"186,30"	"1,89"	"68,56"	30/06/2025	"169,36"	"100,00"
001844	LA MATEO ROSADO BOTELLA	"2,00"	"43,64"	"48,00"	"0,49"	"69,05"	30/06/2025	"43,64"	"100,00"
001857	La Mateo	"2,00"	"52,73"	"58,00"	"0,59"	"69,64"	23/06/2025	"52,73"	"100,00"
001861	Encaste Crianza	"2,00"	"41,82"	"46,00"	"0,47"	"70,10"	21/06/2025	"41,82"	"100,00"
001868	Las Pisadas Copa	"5,00"	"16,59"	"18,25"	"0,19"	"70,29"	29/06/2025	"16,59"	"100,00"
001870	Dusky Sound copa	"5,00"	"15,91"	"17,50"	"0,18"	"70,47"	17/06/2025	"15,91"	"100,00"
001871	Dusky Sound Botella	"7,00"	"95,45"	"105,00"	"1,07"	"71,53"	24/06/2025	"95,45"	"100,00"
001872	62 millas Copa	"37,00"	"122,77"	"135,05"	"1,37"	"72,91"	30/06/2025	"122,77"	"100,00"
001873	62 millas Botella	"1,00"	"16,36"	"18,00"	"0,18"	"73,09"	20/06/2025	"16,36"	"100,00"
001874	Mar de seda copa	"312,00"	"992,73"	"1.092,00"	"11,10"	"84,19"	30/06/2025	"992,73"	"100,00"
001875	Mar de seda Botella	"30,00"	"327,27"	"360,00"	"3,66"	"87,85"	29/06/2025	"327,27"	"100,00"
001876	Camiño dos faros	"1,00"	"16,36"	"18,00"	"0,18"	"88,03"	04/06/2025	"16,36"	"100,00"
001877	Pazos Copa	"87,00"	"249,14"	"274,05"	"2,79"	"90,82"	30/06/2025	"249,14"	"100,00"
001878	Letargo Copa	"8,00"	"24,00"	"26,40"	"0,27"	"91,09"	16/06/2025	"24,00"	"100,00"
001879	Letargo Botella	"8,00"	"116,36"	"128,00"	"1,30"	"92,39"	29/06/2025	"116,36"	"100,00"
001880	3º millenium	"3,00"	"60,00"	"66,00"	"0,67"	"93,06"	14/06/2025	"60,00"	"100,00"
001881	Viernes Copa	"25,00"	"75,00"	"82,50"	"0,84"	"93,90"	30/06/2025	"75,00"	"100,00"
001882	Viernes Botella	"2,00"	"30,00"	"33,00"	"0,34"	"94,23"	28/06/2025	"30,00"	"100,00"
001883	ricipe viana Copa	"2,00"	"5,45"	"6,00"	"0,06"	"94,29"	01/06/2025	"5,45"	"100,00"
001884	Principe Viana Botella	"1,00"	"11,82"	"13,00"	"0,13"	"94,43"	14/06/2025	"11,82"	"100,00"
001889	DOBLE 12	"1,00"	"35,91"	"39,50"	"0,40"	"94,83"	18/06/2025	"35,91"	"100,00"
001891	ALTOS DE TORONA	"5,00"	"79,55"	"87,50"	"0,89"	"95,72"	29/06/2025	"79,55"	"100,00"
001892	TESELA COPA	"3,00"	"9,55"	"10,50"	"0,11"	"95,82"	26/06/2025	"9,55"	"100,00"
001893	TESELA BOTELLA	"2,00"	"24,00"	"26,40"	"0,27"	"96,09"	21/06/2025	"24,00"	"100,00"
001896	PAZOS BOT	"25,00"	"345,45"	"380,00"	"3,86"	"99,95"	29/06/2025	"345,45"	"100,00"
001917	Fino Rama	"1,00"	"4,09"	"4,50"	"0,05"	"100,00"	26/06/2025	"4,09"	"100,00"
001941	con limón	"64,00"	"0,00"	"0,00"	"0,00"	"100,00"	30/06/2025	"0,00"	"0,00"
001942	con casera	"14,00"	"0,00"	"0,00"	"0,00"	"100,00"	30/06/2025	"0,00"	"0,00"
	APERITIVOS Y LICORES								
000247	LICOR DE MANZANA SIN	"2,00"	"8,18"	"9,00"	"0,81"	"0,81"	22/06/2025	"8,18"	"100,00"
000248	LICOR DE MORA SIN	"2,00"	"8,18"	"9,00"	"0,81"	"1,62"	14/06/2025	"8,18"	"100,00"
000252	LICOR DE AVELLANA	"1,00"	"5,00"	"5,50"	"0,50"	"2,12"	24/06/2025	"5,00"	"100,00"
000257	ORUJO DE HIERBAS	"11,00"	"55,00"	"60,50"	"5,45"	"7,57"	28/06/2025	"55,00"	"100,00"
000258	ANIS DULCE	"4,00"	"18,18"	"20,00"	"1,80"	"9,37"	07/06/2025	"18,18"	"100,00"
000262	LICOR 43	"1,00"	"5,00"	"5,50"	"0,50"	"9,86"	15/06/2025	"5,00"	"100,00"
000263	PONCHE CABALLERO	"1,00"	"5,00"	"5,50"	"0,50"	"10,36"	29/06/2025	"5,00"	"100,00"
000264	MARTINI ROJO	"3,00"	"15,00"	"16,50"	"1,49"	"11,84"	29/06/2025	"15,00"	"100,00"
000265	MARTINI BLANCO	"12,00"	"60,00"	"66,00"	"5,94"	"17,79"	30/06/2025	"60,00"	"100,00"
000266	AMARETTO	"11,00"	"55,00"	"60,50"	"5,45"	"23,24"	24/06/2025	"55,00"	"100,00"
000268	TIA MARÍA	"1,00"	"5,00"	"5,50"	"0,50"	"23,73"	01/06/2025	"5,00"	"100,00"
000270	BAILEYS	"41,00"	"205,00"	"225,50"	"20,31"	"44,04"	30/06/2025	"205,00"	"100,00"
000275	COINTREAU	"4,00"	"20,00"	"22,00"	"1,98"	"46,03"	13/06/2025	"20,00"	"100,00"
000277	JAGERMEISTER	"2,00"	"10,00"	"11,00"	"0,99"	"47,02"	25/06/2025	"10,00"	"100,00"
000280	CAMPARI	"5,00"	"25,00"	"27,50"	"2,48"	"49,49"	30/06/2025	"25,00"	"100,00"
000283	TEQUILA JOSE CUERVO	"13,00"	"82,73"	"91,00"	"8,20"	"57,69"	25/06/2025	"82,73"	"100,00"
000299	ORUJO CREMA	"6,00"	"30,00"	"33,00"	"2,97"	"60,66"	22/06/2025	"30,00"	"100,00"
000765	VERMOUTH DE LA CASA	"3,00"	"15,00"	"16,50"	"1,49"	"62,15"	09/06/2025	"15,00"	"100,00"
000851	Pacharan Otaola	"25,00"	"113,64"	"137,50"	"11,26"	"73,41"	28/06/2025	"113,64"	"100,00"
001091	BOTELLA AMARETO	"1,38"	"0,00"	"0,00"	"0,00"	"73,41"	24/06/2025	"0,00"	"0,00"
001097	BOTELLA BAILEYS	"4,88"	"0,00"	"0,00"	"0,00"	"73,41"	30/06/2025	"0,00"	"0,00"
001103	BOTELLA CAMPARI	"0,38"	"0,00"	"0,00"	"0,00"	"73,41"	30/06/2025	"0,00"	"0,00"
001106	BOTELLA COINTREAU	"0,50"	"0,00"	"0,00"	"0,00"	"73,41"	13/06/2025	"0,00"	"0,00"
001112	BOTELLA JAGERMEISTER	"0,25"	"0,00"	"0,00"	"0,00"	"73,41"	25/06/2025	"0,00"	"0,00"
001116	BOTELLA LICOR 43	"0,13"	"0,00"	"0,00"	"0,00"	"73,41"	15/06/2025	"0,00"	"0,00"
001127	BOTELLA MARTINI BLANCO	"1,50"	"0,00"	"0,00"	"0,00"	"73,41"	30/06/2025	"0,00"	"0,00"
001129	BOTELLA MARTINI ROJO	"0,38"	"0,00"	"0,00"	"0,00"	"73,41"	29/06/2025	"0,00"	"0,00"
001147	BOTELLA PONCHE CABALLERO	"0,13"	"0,00"	"0,00"	"0,00"	"73,41"	29/06/2025	"0,00"	"0,00"
001162	BOTELLA TEQUILA JOSE CUERVO	"1,50"	"0,00"	"0,00"	"0,00"	"73,41"	25/06/2025	"0,00"	"0,00"
001164	BOTELLA TIA MARIA	"0,13"	"0,00"	"0,00"	"0,00"	"73,41"	01/06/2025	"0,00"	"0,00"
001759	LIMONCELLO	"5,00"	"25,00"	"27,50"	"2,48"	"75,88"	30/06/2025	"25,00"	"100,00"
001848	VERMOUTH GUERRA	"45,00"	"243,41"	"267,75"	"24,12"	"100,00"	30/06/2025	"243,41"	"100,00"
	WHISKIES								
000302	WHITE LABEL	"13,00"	"88,64"	"97,50"	"8,25"	"8,25"	29/06/2025	"88,64"	"100,00"
000304	CUTTY SARK	"3,00"	"20,45"	"22,50"	"1,90"	"10,16"	29/06/2025	"20,45"	"100,00"
000306	DYC 8	"11,00"	"75,00"	"82,50"	"6,98"	"17,14"	29/06/2025	"75,00"	"100,00"
000308	JAMESON	"31,00"	"211,36"	"232,50"	"19,68"	"36,82"	29/06/2025	"211,36"	"100,00"
000317	CARDHU	"1,00"	"9,95"	"10,95"	"0,93"	"37,75"	24/06/2025	"9,95"	"100,00"
000318	JOHNNY WALKER BLACK	"9,00"	"81,41"	"89,55"	"7,58"	"45,33"	22/06/2025	"81,41"	"100,00"
000319	J&B	"9,00"	"61,36"	"67,50"	"5,71"	"51,04"	29/06/2025	"61,36"	"100,00"
000322	JOHNNY WALKER RED	"18,00"	"125,45"	"138,00"	"11,68"	"62,72"	28/06/2025	"125,45"	"100,00"
000324	JACK DANIELS	"12,00"	"87,27"	"96,00"	"8,13"	"70,84"	30/06/2025	"87,27"	"100,00"
000325	FOUR ROSES	"7,00"	"50,91"	"56,00"	"4,74"	"75,58"	29/06/2025	"50,91"	"100,00"
000328	SOUTHERN COMFORT	"2,00"	"13,64"	"15,00"	"1,27"	"76,85"	15/06/2025	"13,64"	"100,00"
001604	MACALLAN 12	"3,00"	"40,91"	"45,00"	"3,81"	"80,66"	21/06/2025	"40,91"	"100,00"
001684	BALLANTINES	"27,00"	"184,09"	"202,50"	"17,14"	"97,80"	27/06/2025	"184,09"	"100,00"
001696	JAMESON BLACK BARREL	"1,00"	"9,95"	"10,95"	"0,93"	"98,73"	26/06/2025	"9,95"	"100,00"
001821	HIBIKI	"1,00"	"13,64"	"15,00"	"1,27"	"100,00"	27/06/2025	"13,64"	"100,00"
	VODKAS								
000363	STOLICHNAYA	"1,00"	"6,82"	"7,50"	"3,57"	"3,57"	01/06/2025	"6,82"	"100,00"
000364	SMIRNOFF	"1,00"	"6,82"	"7,50"	"3,57"	"7,14"	27/06/2025	"6,82"	"100,00"
001685	ABSOLUT	"26,00"	"177,27"	"195,00"	"92,86"	"100,00"	29/06/2025	"177,27"	"100,00"
	"COCKTAILS, ZUMOS Y BATIDOS"								
000006	ZUMO NARANJA NAT. (Desay.)	"539,00"	"1.426,73"	"1.569,40"	"11,05"	"11,05"	30/06/2025	"1.426,73"	"100,00"
000378	CARIBEÑO	"33,00"	"165,00"	"181,50"	"1,28"	"12,32"	28/06/2025	"165,00"	"100,00"
000379	LA CHANCLA	"55,00"	"297,50"	"327,25"	"2,30"	"14,63"	30/06/2025	"297,50"	"100,00"
000380	ANTIOXIDANTE	"61,00"	"305,00"	"335,50"	"2,36"	"16,99"	30/06/2025	"305,00"	"100,00"
000381	MOJITO	"325,00"	"2.511,36"	"2.762,50"	"19,45"	"36,43"	30/06/2025	"2.511,36"	"100,00"
000382	DAIKIRI ORIGINAL	"7,00"	"54,09"	"59,50"	"0,42"	"36,85"	27/06/2025	"54,09"	"100,00"
000383	CAIPIRIÑA	"30,00"	"231,82"	"255,00"	"1,79"	"38,65"	29/06/2025	"231,82"	"100,00"
000384	PIÑA COLADA	"105,00"	"854,32"	"939,75"	"6,61"	"45,26"	30/06/2025	"854,32"	"100,00"
000385	SAN FRANCISCO	"37,00"	"200,14"	"220,15"	"1,55"	"46,81"	30/06/2025	"200,14"	"100,00"
000386	LIMÓN Y ALGO	"21,00"	"105,00"	"115,50"	"0,81"	"47,63"	29/06/2025	"105,00"	"100,00"
000392	BLODY MARY	"24,00"	"173,45"	"190,80"	"1,34"	"48,97"	24/06/2025	"173,45"	"100,00"
000393	APEROL SPRITZ	"297,00"	"1.755,00"	"1.930,50"	"13,59"	"62,56"	29/06/2025	"1.755,00"	"100,00"
000394	MARGARITA	"65,00"	"502,27"	"552,50"	"3,89"	"66,45"	30/06/2025	"502,27"	"100,00"
000395	DAIKIRI DE FRESA	"42,00"	"324,55"	"357,00"	"2,51"	"68,96"	29/06/2025	"324,55"	"100,00"
000396	MORENITO	"23,00"	"115,00"	"126,50"	"0,89"	"69,85"	30/06/2025	"115,00"	"100,00"
000397	MOJITO SIN	"74,00"	"400,27"	"440,30"	"3,10"	"72,95"	30/06/2025	"400,27"	"100,00"
