iter	RMSE
568	8.167009968
569	8.153172758
570	8.143765245
571	8.133062717
572	8.123439316
573	8.122416278
574	8.10726855
575	8.092988586
576	8.076239715
577	8.070928291
578	8.056277739
579	8.046499262
580	8.04612824
581	8.038036478
582	8.035025592
583	8.023042785
584	8.010268809
585	7.997927191
586	7.995325321
587	7.984781008
588	7.978578034
589	7.966855751
590	7.960509253
591	7.952275068
592	7.949911526
593	7.935819371
594	7.921028584
595	7.911586806
596	7.900288228
597	7.886974676
598	7.875976475
599	7.867588503
600	7.865938762
601	7.855806875
602	7.843636518
603	7.833913921
604	7.827217688
605	7.825892109
606	7.817229852
607	7.813696237
608	7.800067655
609	7.780143845
610	7.771990227
611	7.755791851
612	7.743412734
613	7.731950003
614	7.725785611
615	7.723933733
616	7.705638609
617	7.699585125
618	7.684027016
619	7.670305944
620	7.657753371
621	7.647495153
622	7.641329157
623	7.635439305
624	7.634541912
625	7.632563647
626	7.62283264
627	7.60642595
628	7.598779324
629	7.593778263
630	7.588177997
631	7.579412879
632	7.574171734
633	7.56246077
634	7.552790453
635	7.533936149
636	7.525959233
637	7.51480835
638	7.500668659
639	7.496767565
640	7.488797899
641	7.476506736
642	7.471942108
643	7.464835241
644	7.45520228
645	7.450620213
646	7.447656985
647	7.4349497
648	7.427897687
649	7.413807046
650	7.407814444
651	7.394710132
652	7.390962062
653	7.383989744
654	7.371209284
655	7.358217888
656	7.354133516
657	7.340716417
658	7.331492731
659	7.321908028
660	7.313361272
661	7.30652691
662	7.289993397
663	7.287022192
664	7.278623609
665	7.265996506
666	7.257886864
667	7.257295592
668	7.252931636
669	7.242963732
670	7.237873558
671	7.228283383
672	7.220874877
673	7.212940126
674	7.208625158
675	7.200274708
676	7.189256134
677	7.18570283
678	7.173516672
679	7.173266358
680	7.16470107
681	7.160889725
682	7.145468138
683	7.138406989
684	7.126659524
685	7.121275215
686	7.111176064
687	7.107744546
688	7.095838927
689	7.08092204
690	7.079615028
691	7.065705241
692	7.054064367
693	7.047697776
694	7.039168155
695	7.034620465
696	7.026835753
697	7.019812311
698	7.014555847
699	7.009190484
700	7.000227599
701	6.985576226
702	6.978396529
703	6.973799143
704	6.965842725
705	6.953044343
706	6.936324209
707	6.930645858
708	6.915922893
709	6.909367354
710	6.903066737
711	6.894729155
712	6.876975035
713	6.863468325
714	6.86268122
715	6.856033534
716	6.843677851
717	6.834776745
718	6.828650931
719	6.821589757
720	6.811505327
721	6.798411429
722	6.792179579
723	6.786596375
724	6.786448405
725	6.772006848
726	6.758912432
727	6.750810162
728	6.746704124
729	6.740837956
730	6.724583361
731	6.710098487
732	6.700779643
733	6.684661876
734	6.677160884
735	6.672765975
736	6.668332103
737	6.656428412
738	6.642309898
739	6.638682175
740	6.625726622
741	6.621638877
742	6.612237872
743	6.611623256
744	6.599350692
745	6.593354758
746	6.592602626
747	6.583189595
748	6.580606676
749	6.570605889
750	6.56002709
751	6.555598089
752	6.549832375
753	6.547942492
754	6.545121826
755	6.542496331
756	6.536787766
757	6.527823065
758	6.523054782
759	6.5151351
760	6.509016311
761	6.498010264
762	6.488742698
763	6.481460668
764	6.475819317
765	6.474716377
766	6.465195857
767	6.458417883
768	6.456851527
769	6.447177263
770	6.436057722
771	6.431101417
772	6.422898604
773	6.412599117
774	6.401676857
775	6.39638917
776	6.384657005
777	6.379048577
778	6.376136349
779	6.365464039
780	6.362922859
781	6.35644353
782	6.342671442
783	6.334958403
784	6.323358066
785	6.31138962
786	6.305384721
787	6.292846836
788	6.284950358
789	6.277066397
790	6.271807848
791	6.257699288
792	6.242625478
793	6.234401206
794	6.229486229
795	6.220095544
796	6.212383551
797	6.206533679
798	6.193988751
799	6.1892713
